feature_code,year,measurement,units,value,alcohol_condition,hospital_activity,type_of_hospital,hb_assign
S12000005,2012/2013,ratio,"stays per 100,000 population",93.9,Harmful Use,stays,general acute hospital,S08000019
S12000023,2016/2017,ratio,"stays per 100,000 population",51.7,Cirrhosis,stays,general acute hospital,S08000025
S12000023,2017/2018,ratio,"stays per 100,000 population",101.4,Withdrawal state,stays,general acute hospital,S08000025
S12000023,2016/2017,ratio,"stays per 100,000 population",37.8,Unspecified,stays,general acute hospital,S08000025
S12000023,2017/2018,ratio,"stays per 100,000 population",67.5,Cirrhosis,stays,general acute hospital,S08000025
S12000005,2018/2019,ratio,"stays per 100,000 population",44.8,Cirrhosis,stays,general acute hospital,S08000019
S12000026,2009/2010,ratio,"stays per 100,000 population",233.9,Harmful Use,stays,general acute hospital,S08000016
S12000026,2015/2016,ratio,"stays per 100,000 population",44.9,Unspecified,stays,general acute hospital,S08000016
S12000005,2011/2012,ratio,"stays per 100,000 population",146,Acute Intoxication,stays,general acute hospital,S08000019
S12000005,2009/2010,ratio,"stays per 100,000 population",102.6,Harmful Use,stays,general acute hospital,S08000019
S12000005,2018/2019,ratio,"stays per 100,000 population",151.9,Acute Intoxication,stays,general acute hospital,S08000019
S12000005,2016/2017,ratio,"stays per 100,000 population",34.1,Cirrhosis,stays,general acute hospital,S08000019
S12000005,2016/2017,ratio,"stays per 100,000 population",133.4,Acute Intoxication,stays,general acute hospital,S08000019
S12000026,2017/2018,ratio,"stays per 100,000 population",19.2,Unspecified,stays,general acute hospital,S08000016
S12000005,2011/2012,ratio,"stays per 100,000 population",75,Harmful Use,stays,general acute hospital,S08000019
S12000023,2009/2010,ratio,"stays per 100,000 population",23.8,Cirrhosis,stays,general acute hospital,S08000025
S12000023,2011/2012,ratio,"stays per 100,000 population",93.5,Cirrhosis,stays,general acute hospital,S08000025
S12000023,2010/2011,ratio,"stays per 100,000 population",45.3,Cirrhosis,stays,general acute hospital,S08000025
S12000023,2013/2014,ratio,"stays per 100,000 population",55.6,Cirrhosis,stays,general acute hospital,S08000025
S12000005,2009/2010,ratio,"stays per 100,000 population",124.2,Acute Intoxication,stays,general acute hospital,S08000019
S12000005,2010/2011,ratio,"stays per 100,000 population",61,Alcohol Dependence syndrome,stays,general acute hospital,S08000019
S12000023,2018/2019,ratio,"stays per 100,000 population",111.9,Cirrhosis,stays,general acute hospital,S08000025
S12000026,2015/2016,ratio,"stays per 100,000 population",37.5,Alcohol Dependence syndrome,stays,general acute hospital,S08000016
S12000026,2011/2012,ratio,"stays per 100,000 population",218.6,Harmful Use,stays,general acute hospital,S08000016
S12000026,2012/2013,ratio,"stays per 100,000 population",42.8,Withdrawal state,stays,general acute hospital,S08000016
S12000023,2014/2015,ratio,"stays per 100,000 population",81,Cirrhosis,stays,general acute hospital,S08000025
S12000005,2012/2013,ratio,"stays per 100,000 population",38.3,Cirrhosis,stays,general acute hospital,S08000019
S12000023,2014/2015,ratio,"stays per 100,000 population",273,Acute Intoxication,stays,general acute hospital,S08000025
S12000023,2010/2011,ratio,"stays per 100,000 population",1215.1,Alcohol Dependence syndrome,stays,general acute hospital,S08000025
S12000005,2018/2019,ratio,"stays per 100,000 population",94.4,Alcohol Dependence syndrome,stays,general acute hospital,S08000019
S12000005,2018/2019,ratio,"stays per 100,000 population",112.8,Withdrawal state,stays,general acute hospital,S08000019
S12000005,2018/2019,ratio,"stays per 100,000 population",32.7,Unspecified,stays,general acute hospital,S08000019
S12000005,2018/2019,ratio,"stays per 100,000 population",145.1,Harmful Use,stays,general acute hospital,S08000019
S12000023,2016/2017,ratio,"stays per 100,000 population",163.3,Acute Intoxication,stays,general acute hospital,S08000025
S12000023,2015/2016,ratio,"stays per 100,000 population",109.1,Toxic Effects of Alcohol,stays,general acute hospital,S08000025
S12000023,2014/2015,ratio,"stays per 100,000 population",168.5,Harmful Use,stays,general acute hospital,S08000025
S12000005,2015/2016,ratio,"stays per 100,000 population",31,Cirrhosis,stays,general acute hospital,S08000019
S12000023,2013/2014,ratio,"stays per 100,000 population",319.2,Acute Intoxication,stays,general acute hospital,S08000025
S12000023,2009/2010,ratio,"stays per 100,000 population",57.8,Toxic Effects of Alcohol,stays,general acute hospital,S08000025
S12000023,2009/2010,ratio,"stays per 100,000 population",87.8,Harmful Use,stays,general acute hospital,S08000025
S12000023,2015/2016,ratio,"stays per 100,000 population",251,Acute Intoxication,stays,general acute hospital,S08000025
S12000023,2018/2019,ratio,"stays per 100,000 population",136,Withdrawal state,stays,general acute hospital,S08000025
S12000005,2014/2015,ratio,"stays per 100,000 population",83.1,Harmful Use,stays,general acute hospital,S08000019
S12000005,2013/2014,ratio,"stays per 100,000 population",84.4,Alcohol Dependence syndrome,stays,general acute hospital,S08000019
S12000005,2014/2015,ratio,"stays per 100,000 population",151.8,Acute Intoxication,stays,general acute hospital,S08000019
S12000005,2015/2016,ratio,"stays per 100,000 population",110.2,Harmful Use,stays,general acute hospital,S08000019
S12000005,2016/2017,ratio,"stays per 100,000 population",108.7,Harmful Use,stays,general acute hospital,S08000019
S12000005,2017/2018,ratio,"stays per 100,000 population",177.4,Acute Intoxication,stays,general acute hospital,S08000019
S12000005,2013/2014,ratio,"stays per 100,000 population",84.9,Withdrawal state,stays,general acute hospital,S08000019
S12000005,2017/2018,ratio,"stays per 100,000 population",107.3,Withdrawal state,stays,general acute hospital,S08000019
S12000005,2016/2017,ratio,"stays per 100,000 population",72.1,Alcohol Dependence syndrome,stays,general acute hospital,S08000019
S12000023,2012/2013,ratio,"stays per 100,000 population",179.6,Harmful Use,stays,general acute hospital,S08000025
S12000005,2014/2015,ratio,"stays per 100,000 population",21,Cirrhosis,stays,general acute hospital,S08000019
S12000005,2010/2011,ratio,"stays per 100,000 population",117.6,Harmful Use,stays,general acute hospital,S08000019
S12000023,2016/2017,ratio,"stays per 100,000 population",23.3,Harmful Use,stays,general acute hospital,S08000025
S12000023,2010/2011,ratio,"stays per 100,000 population",59.8,Unspecified,stays,general acute hospital,S08000025
S12000023,2017/2018,ratio,"stays per 100,000 population",193.2,Acute Intoxication,stays,general acute hospital,S08000025
S12000005,2014/2015,ratio,"stays per 100,000 population",82.9,Alcohol Dependence syndrome,stays,general acute hospital,S08000019
S12000005,2013/2014,ratio,"stays per 100,000 population",73.8,Harmful Use,stays,general acute hospital,S08000019
S12000005,2015/2016,ratio,"stays per 100,000 population",89.8,Alcohol Dependence syndrome,stays,general acute hospital,S08000019
S12000023,2012/2013,ratio,"stays per 100,000 population",49,Unspecified,stays,general acute hospital,S08000025
S12000005,2011/2012,ratio,"stays per 100,000 population",93.8,Alcohol Dependence syndrome,stays,general acute hospital,S08000019
S12000026,2014/2015,ratio,"stays per 100,000 population",136.1,Harmful Use,stays,general acute hospital,S08000016
S12000005,2018/2019,ratio,"stays per 100,000 population",14.1,Toxic Effects of Alcohol,stays,general acute hospital,S08000019
S12000026,2013/2014,ratio,"stays per 100,000 population",62.7,Toxic Effects of Alcohol,stays,general acute hospital,S08000016
S12000026,2013/2014,ratio,"stays per 100,000 population",174.1,Acute Intoxication,stays,general acute hospital,S08000016
S12000005,2016/2017,ratio,"stays per 100,000 population",86.1,Withdrawal state,stays,general acute hospital,S08000019
S12000026,2010/2011,ratio,"stays per 100,000 population",62.1,Toxic Effects of Alcohol,stays,general acute hospital,S08000016
S12000026,2009/2010,ratio,"stays per 100,000 population",12,Cirrhosis,stays,general acute hospital,S08000016
S12000026,2015/2016,ratio,"stays per 100,000 population",12.9,Cirrhosis,stays,general acute hospital,S08000016
S12000026,2018/2019,ratio,"stays per 100,000 population",41.3,Alcohol Dependence syndrome,stays,general acute hospital,S08000016
S12000026,2015/2016,ratio,"stays per 100,000 population",120.2,Acute Intoxication,stays,general acute hospital,S08000016
S12000026,2009/2010,ratio,"stays per 100,000 population",37.7,Withdrawal state,stays,general acute hospital,S08000016
S12000026,2018/2019,ratio,"stays per 100,000 population",38,Cirrhosis,stays,general acute hospital,S08000016
S12000026,2009/2010,ratio,"stays per 100,000 population",67.7,Toxic Effects of Alcohol,stays,general acute hospital,S08000016
S12000026,2016/2017,ratio,"stays per 100,000 population",33.7,Unspecified,stays,general acute hospital,S08000016
S12000026,2016/2017,ratio,"stays per 100,000 population",61.1,Withdrawal state,stays,general acute hospital,S08000016
S12000026,2011/2012,ratio,"stays per 100,000 population",70.7,Alcohol Dependence syndrome,stays,general acute hospital,S08000016
S12000026,2013/2014,ratio,"stays per 100,000 population",184.1,Harmful Use,stays,general acute hospital,S08000016
S12000026,2010/2011,ratio,"stays per 100,000 population",38.3,Withdrawal state,stays,general acute hospital,S08000016
S12000026,2011/2012,ratio,"stays per 100,000 population",186.3,Acute Intoxication,stays,general acute hospital,S08000016
S12000026,2010/2011,ratio,"stays per 100,000 population",8.7,Cirrhosis,stays,general acute hospital,S08000016
S12000005,2015/2016,ratio,"stays per 100,000 population",59.5,Unspecified,stays,general acute hospital,S08000019
S12000026,2012/2013,ratio,"stays per 100,000 population",145.7,Acute Intoxication,stays,general acute hospital,S08000016
S12000026,2011/2012,ratio,"stays per 100,000 population",64.5,Toxic Effects of Alcohol,stays,general acute hospital,S08000016
S12000026,2012/2013,ratio,"stays per 100,000 population",55.2,Toxic Effects of Alcohol,stays,general acute hospital,S08000016
S12000026,2015/2016,ratio,"stays per 100,000 population",42.4,Toxic Effects of Alcohol,stays,general acute hospital,S08000016
S12000026,2014/2015,ratio,"stays per 100,000 population",44.8,Toxic Effects of Alcohol,stays,general acute hospital,S08000016
S12000026,2012/2013,ratio,"stays per 100,000 population",45.1,Unspecified,stays,general acute hospital,S08000016
S12000005,2014/2015,ratio,"stays per 100,000 population",88.9,Withdrawal state,stays,general acute hospital,S08000019
S12000026,2014/2015,ratio,"stays per 100,000 population",60.1,Withdrawal state,stays,general acute hospital,S08000016
S12000026,2011/2012,ratio,"stays per 100,000 population",16.7,Cirrhosis,stays,general acute hospital,S08000016
S12000026,2018/2019,ratio,"stays per 100,000 population",69.6,Withdrawal state,stays,general acute hospital,S08000016
S12000026,2011/2012,ratio,"stays per 100,000 population",56.4,Unspecified,stays,general acute hospital,S08000016
S12000026,2013/2014,ratio,"stays per 100,000 population",29.7,Cirrhosis,stays,general acute hospital,S08000016
S12000026,2014/2015,ratio,"stays per 100,000 population",22,Cirrhosis,stays,general acute hospital,S08000016
S12000026,2013/2014,ratio,"stays per 100,000 population",75.7,Alcohol Dependence syndrome,stays,general acute hospital,S08000016
S12000005,2012/2013,ratio,"stays per 100,000 population",51.2,Alcohol Dependence syndrome,stays,general acute hospital,S08000019
S12000026,2012/2013,ratio,"stays per 100,000 population",196.2,Harmful Use,stays,general acute hospital,S08000016
S12000026,2012/2013,ratio,"stays per 100,000 population",78.1,Alcohol Dependence syndrome,stays,general acute hospital,S08000016
S12000026,2018/2019,ratio,"stays per 100,000 population",135.4,Acute Intoxication,stays,general acute hospital,S08000016
S12000026,2018/2019,ratio,"stays per 100,000 population",45.9,Toxic Effects of Alcohol,stays,general acute hospital,S08000016
S12000005,2013/2014,ratio,"stays per 100,000 population",176.2,Acute Intoxication,stays,general acute hospital,S08000019
S12000026,2017/2018,ratio,"stays per 100,000 population",124.3,Harmful Use,stays,general acute hospital,S08000016
S12000005,2017/2018,ratio,"stays per 100,000 population",29.7,Cirrhosis,stays,general acute hospital,S08000019
S12000026,2009/2010,ratio,"stays per 100,000 population",150.9,Acute Intoxication,stays,general acute hospital,S08000016
S12000026,2015/2016,ratio,"stays per 100,000 population",125.7,Harmful Use,stays,general acute hospital,S08000016
S12000026,2010/2011,ratio,"stays per 100,000 population",54.2,Alcohol Dependence syndrome,stays,general acute hospital,S08000016
S12000026,2016/2017,ratio,"stays per 100,000 population",36.9,Alcohol Dependence syndrome,stays,general acute hospital,S08000016
S12000026,2017/2018,ratio,"stays per 100,000 population",35.5,Alcohol Dependence syndrome,stays,general acute hospital,S08000016
S12000005,2017/2018,ratio,"stays per 100,000 population",112.9,Alcohol Dependence syndrome,stays,general acute hospital,S08000019
S12000026,2017/2018,ratio,"stays per 100,000 population",38.8,Cirrhosis,stays,general acute hospital,S08000016
S12000026,2010/2011,ratio,"stays per 100,000 population",152.6,Acute Intoxication,stays,general acute hospital,S08000016
S12000026,2014/2015,ratio,"stays per 100,000 population",38.1,Alcohol Dependence syndrome,stays,general acute hospital,S08000016
S12000005,2011/2012,ratio,"stays per 100,000 population",39.9,Withdrawal state,stays,general acute hospital,S08000019
S12000026,2012/2013,ratio,"stays per 100,000 population",24.7,Cirrhosis,stays,general acute hospital,S08000016
S12000005,2012/2013,ratio,"stays per 100,000 population",67.8,Withdrawal state,stays,general acute hospital,S08000019
S12000026,2015/2016,ratio,"stays per 100,000 population",66.4,Withdrawal state,stays,general acute hospital,S08000016
S12000026,2018/2019,ratio,"stays per 100,000 population",104.5,Harmful Use,stays,general acute hospital,S08000016
S12000026,2016/2017,ratio,"stays per 100,000 population",34,Cirrhosis,stays,general acute hospital,S08000016
S12000026,2010/2011,ratio,"stays per 100,000 population",190.5,Harmful Use,stays,general acute hospital,S08000016
S12000014,2009/2010,ratio,"stays per 100,000 population",144.2,Acute Intoxication,stays,general acute hospital,S08000019
S12000014,2012/2013,ratio,"stays per 100,000 population",45,Toxic Effects of Alcohol,stays,general acute hospital,S08000019
