_id,FinancialYear,FinancialYearQF,AdmissionType,AdmissionTypeQF,HB,HBQF,SIMD,SIMDQF,Episodes,EpisodesQF,Stays,StaysQF,TotalLengthofEpisode,TotalLengthofEpisodeQF,TotalLengthofStay,TotalLengthofStayQF,AverageLengthofEpisodeRate,AverageLengthofEpisodeRateQF,AverageLengthofStayRate,AverageLengthofStayRateQF,Patients,PatientsQF
3445,2014/15,"",Transfer,"",S08000025,"",4,"",307,"",0,"",3169,"",0,"",10.32,"",0,"",184,""
3446,2014/15,"",Transfer,"",S08000025,"",5,"",45,"",0,"",405,"",10,"",9,"",,z,25,""
3447,2014/15,"",Transfer,"",S08000025,"",All SIMDs, d,745,"",5,"",7580,"",15,"",10.17,"",3,"",429,""
3448,2014/15,"",Transfer,"",S08000025,"","",:,5,"",0,"",45,"",0,"",9,"",0,"",5,""
3449,2014/15,"",Transfer,"",S08000026,"",2,"",5,"",0,"",70,"",0,"",14,"",0,"",5,""
3450,2014/15,"",Transfer,"",S08000026,"",3,"",55,"",0,"",1087,"",30,"",19.76,"",,z,45,""
3451,2014/15,"",Transfer,"",S08000026,"",4,"",72,"",5,"",1476,"",10,"",20.5,"",2,"",63,""
3452,2014/15,"",Transfer,"",S08000026,"",All SIMDs, d,133,"",5,"",2640,"",40,"",19.85,"",8,"",113,""
3453,2014/15,"",Transfer,"",S08000026,"","",:,0,"",0,"",5,"",0,"",,z,0,"",0,""
3454,2014/15,"",Transfer,"",S08000028,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
3455,2014/15,"",Transfer,"",S08000028,"",2,"",309,"",5,"",4656,"",60,"",15.07,"",12,"",183,""
3456,2014/15,"",Transfer,"",S08000028,"",3,"",713,"",10,"",9935,"",1486,"",13.93,"",148.6,"",452,""
3457,2014/15,"",Transfer,"",S08000028,"",4,"",76,"",0,"",320,"",5,"",4.21,"",,z,46,""
3458,2014/15,"",Transfer,"",S08000028,"",5,"",0,"",0,"",5,"",0,"",,z,0,"",0,""
3459,2014/15,"",Transfer,"",S08000028,"",All SIMDs, d,1109,"",15,"",14943,"",1549,"",13.47,"",103.27,"",691,""
3460,2014/15,"",Transfer,"",S08000028,"","",:,5,"",0,"",25,"",0,"",5,"",0,"",5,""
3461,2014/15,"",Transfer,"",S08000029,"",1,"",5696,"",77,"",51116,"",1165,"",8.97,"",15.13,"",2983,""
3462,2014/15,"",Transfer,"",S08000029,"",2,"",5237,"",81,"",51567,"",1377,"",9.85,"",17,"",2832,""
3463,2014/15,"",Transfer,"",S08000029,"",3,"",4117,"",96,"",45499,"",7236,"",11.05,"",75.38,"",2269,""
3464,2014/15,"",Transfer,"",S08000029,"",4,"",2610,"",45,"",28737,"",1085,"",11.01,"",24.11,"",1430,""
3465,2014/15,"",Transfer,"",S08000029,"",5,"",2365,"",57,"",26909,"",2995,"",11.38,"",52.54,"",1400,""
3466,2014/15,"",Transfer,"",S08000029,"",All SIMDs, d,20099,"",357,"",204196,"",13858,"",10.16,"",38.82,"",10975,""
3467,2014/15,"",Transfer,"",S08000029,"","",:,75,"",0,"",368,"",0,"",4.91,"",0,"",61,""
3468,2014/15,"",Transfer,"",S08000030,"",1,"",4357,"",48,"",40150,"",495,"",9.22,"",10.31,"",2369,""
3469,2014/15,"",Transfer,"",S08000030,"",2,"",3950,"",40,"",37589,"",230,"",9.52,"",5.75,"",2150,""
3470,2014/15,"",Transfer,"",S08000030,"",3,"",5047,"",46,"",49618,"",374,"",9.83,"",8.13,"",2843,""
3471,2014/15,"",Transfer,"",S08000030,"",4,"",5055,"",60,"",50247,"",1062,"",9.94,"",17.7,"",2813,""
3472,2014/15,"",Transfer,"",S08000030,"",5,"",3209,"",35,"",30556,"",482,"",9.52,"",13.77,"",1841,""
3473,2014/15,"",Transfer,"",S08000030,"",All SIMDs, d,21736,"",233,"",208642,"",2647,"",9.6,"",11.36,"",12094,""
3474,2014/15,"",Transfer,"",S08000030,"","",:,120,"",0,"",482,"",5,"",4.02,"",,z,78,""
3475,2014/15,"",Transfer,"",S08000031,"",1,"",50519,"",449,"",360693,"",6510,"",7.14,"",14.5,"",21289,""
3476,2014/15,"",Transfer,"",S08000031,"",2,"",22732,"",251,"",166215,"",4421,"",7.31,"",17.61,"",9712,""
3477,2014/15,"",Transfer,"",S08000031,"",3,"",15379,"",168,"",117356,"",2155,"",7.63,"",12.83,"",6968,""
3478,2014/15,"",Transfer,"",S08000031,"",4,"",13723,"",158,"",103099,"",3040,"",7.51,"",19.24,"",6142,""
3479,2014/15,"",Transfer,"",S08000031,"",5,"",14463,"",130,"",108368,"",1925,"",7.49,"",14.81,"",6375,""
3480,2014/15,"",Transfer,"",S08000031,"",All SIMDs, d,117467,"",1171,"",859414,"",18298,"",7.32,"",15.63,"",50837,""
3481,2014/15,"",Transfer,"",S08000031,"","",:,651,"",15,"",3683,"",248,"",5.66,"",16.53,"",351,""
3482,2014/15,"",Transfer,"",S08000032,"",1,"",15345,"",257,"",80540,"",3070,"",5.25,"",11.95,"",6074,""
3483,2014/15,"",Transfer,"",S08000032,"",2,"",13773,"",190,"",77600,"",2404,"",5.63,"",12.65,"",5570,""
3484,2014/15,"",Transfer,"",S08000032,"",3,"",7822,"",107,"",43137,"",983,"",5.51,"",9.19,"",3213,""
3485,2014/15,"",Transfer,"",S08000032,"",4,"",4413,"",62,"",24302,"",976,"",5.51,"",15.74,"",1883,""
3486,2014/15,"",Transfer,"",S08000032,"",5,"",2695,"",39,"",14090,"",517,"",5.23,"",13.26,"",1252,""
3487,2014/15,"",Transfer,"",S08000032,"",All SIMDs, d,44135,"",655,"",239945,"",7950,"",5.44,"",12.14,"",18034,""
3488,2014/15,"",Transfer,"",S08000032,"","",:,85,"",0,"",275,"",0,"",3.24,"",0,"",42,""
3489,2014/15,"",Transfer,"",SB0801,"",1,"",2488,"",141,"",7856,"",891,"",3.16,"",6.32,"",1292,""
3490,2014/15,"",Transfer,"",SB0801,"",2,"",1952,"",98,"",5936,"",568,"",3.04,"",5.8,"",974,""
3491,2014/15,"",Transfer,"",SB0801,"",3,"",1841,"",85,"",5298,"",448,"",2.88,"",5.27,"",871,""
3492,2014/15,"",Transfer,"",SB0801,"",4,"",1200,"",55,"",3653,"",405,"",3.04,"",7.36,"",598,""
3493,2014/15,"",Transfer,"",SB0801,"",5,"",1212,"",45,"",3537,"",250,"",2.92,"",5.56,"",569,""
3494,2014/15,"",Transfer,"",SB0801,"",All SIMDs, d,8740,"",435,"",26449,"",2584,"",3.03,"",5.94,"",4335,""
3495,2014/15,"",Transfer,"",SB0801,"","",:,50,"",5,"",169,"",22,"",3.38,"",4.4,"",31,""
3496,2014/15,"",Transfer,"",S27000001,"",1,"",75,"",0,"",2787,"",100,"",37.16,"",,z,66,""
3497,2014/15,"",Transfer,"",S27000001,"",2,"",90,"",0,"",3832,"",65,"",42.58,"",,z,76,""
3498,2014/15,"",Transfer,"",S27000001,"",3,"",118,"",0,"",6515,"",96,"",55.21,"",,z,99,""
3499,2014/15,"",Transfer,"",S27000001,"",4,"",60,"",0,"",1715,"",81,"",28.58,"",,z,54,""
3500,2014/15,"",Transfer,"",S27000001,"",5,"",63,"",0,"",2343,"",0,"",37.19,"",0,"",56,""
3501,2014/15,"",Transfer,"",S27000001,"",All SIMDs, d,404,"",10,"",17190,"",346,"",42.55,"",34.6,"",351,""
3502,2015/16,"",All Inpatients, d,S92000003, d,1,"",328800,"",203233,"",1209008,"",1207869,"",3.68,"",5.94,"",130258,""
3503,2015/16,"",All Inpatients, d,S92000003, d,2,"",267936,"",172231,"",1122014,"",1125704,"",4.19,"",6.54,"",113628,""
3504,2015/16,"",All Inpatients, d,S92000003, d,3,"",223139,"",147687,"",968238,"",967235,"",4.34,"",6.55,"",99498,""
3505,2015/16,"",All Inpatients, d,S92000003, d,4,"",189329,"",127392,"",814502,"",811507,"",4.3,"",6.37,"",87404,""
3506,2015/16,"",All Inpatients, d,S92000003, d,5,"",166491,"",110237,"",725960,"",721996,"",4.36,"",6.55,"",76639,""
3507,2015/16,"",All Inpatients, d,S92000003, d,All SIMDs, d,1185611,"",767889,"",4866204,"",4861595,"",4.1,"",6.33,"",513654,""
3508,2015/16,"",All Inpatients, d,S92000003, d,"",:,9916,"",7109,"",26482,"",27284,"",2.67,"",3.84,"",6227,""
3509,2015/16,"",All Inpatients, d,S08000015,"",1,"",31615,"",21468,"",124236,"",124559,"",3.93,"",5.8,"",14172,""
3510,2015/16,"",All Inpatients, d,S08000015,"",2,"",22428,"",15119,"",95283,"",95433,"",4.25,"",6.31,"",10050,""
3511,2015/16,"",All Inpatients, d,S08000015,"",3,"",13820,"",9443,"",56207,"",56510,"",4.07,"",5.98,"",6478,""
3512,2015/16,"",All Inpatients, d,S08000015,"",4,"",9990,"",6791,"",40245,"",40058,"",4.03,"",5.9,"",4680,""
3513,2015/16,"",All Inpatients, d,S08000015,"",5,"",8645,"",5836,"",39306,"",38353,"",4.55,"",6.57,"",4057,""
3514,2015/16,"",All Inpatients, d,S08000015,"",All SIMDs, d,86912,"",58982,"",356132,"",355781,"",4.1,"",6.03,"",39744,""
3515,2015/16,"",All Inpatients, d,S08000015,"","",:,414,"",325,"",855,"",868,"",2.07,"",2.67,"",307,""
3516,2015/16,"",All Inpatients, d,S08000016,"",1,"",1657,"",1325,"",5790,"",6291,"",3.49,"",4.75,"",870,""
3517,2015/16,"",All Inpatients, d,S08000016,"",2,"",3726,"",2955,"",14341,"",15153,"",3.85,"",5.13,"",2036,""
3518,2015/16,"",All Inpatients, d,S08000016,"",3,"",6782,"",5225,"",25534,"",26523,"",3.76,"",5.08,"",3645,""
3519,2015/16,"",All Inpatients, d,S08000016,"",4,"",6174,"",4772,"",23844,"",24910,"",3.86,"",5.22,"",3379,""
3520,2015/16,"",All Inpatients, d,S08000016,"",5,"",1345,"",1092,"",4247,"",4720,"",3.16,"",4.32,"",811,""
3521,2015/16,"",All Inpatients, d,S08000016,"",All SIMDs, d,20482,"",16011,"",76104,"",80139,"",3.72,"",5.01,"",11263,""
3522,2015/16,"",All Inpatients, d,S08000016,"","",:,798,"",642,"",2348,"",2542,"",2.94,"",3.96,"",522,""
3523,2015/16,"",All Inpatients, d,S08000017,"",1,"",2970,"",2130,"",14694,"",15622,"",4.95,"",7.33,"",1502,""
3524,2015/16,"",All Inpatients, d,S08000017,"",2,"",8009,"",5684,"",43344,"",43006,"",5.41,"",7.57,"",3987,""
3525,2015/16,"",All Inpatients, d,S08000017,"",3,"",10069,"",7066,"",52432,"",54221,"",5.21,"",7.67,"",5101,""
3526,2015/16,"",All Inpatients, d,S08000017,"",4,"",4313,"",2987,"",24242,"",24063,"",5.62,"",8.06,"",2214,""
3527,2015/16,"",All Inpatients, d,S08000017,"",5,"",2240,"",1591,"",11269,"",11218,"",5.03,"",7.05,"",1140,""
3528,2015/16,"",All Inpatients, d,S08000017,"",All SIMDs, d,28020,"",19779,"",147110,"",149260,"",5.25,"",7.55,"",14257,""
3529,2015/16,"",All Inpatients, d,S08000017,"","",:,419,"",321,"",1129,"",1130,"",2.69,"",3.52,"",313,""
3530,2015/16,"",All Inpatients, d,S08000019,"",1,"",10430,"",6695,"",42750,"",42814,"",4.1,"",6.39,"",4581,""
3531,2015/16,"",All Inpatients, d,S08000019,"",2,"",14034,"",8979,"",62821,"",64085,"",4.48,"",7.14,"",6347,""
3532,2015/16,"",All Inpatients, d,S08000019,"",3,"",9010,"",5740,"",40622,"",41118,"",4.51,"",7.16,"",4197,""
3533,2015/16,"",All Inpatients, d,S08000019,"",4,"",8459,"",5475,"",37446,"",37927,"",4.43,"",6.93,"",4112,""
3534,2015/16,"",All Inpatients, d,S08000019,"",5,"",7187,"",4730,"",31650,"",31811,"",4.4,"",6.73,"",3556,""
3535,2015/16,"",All Inpatients, d,S08000019,"",All SIMDs, d,49332,"",31756,"",216120,"",218720,"",4.38,"",6.89,"",22928,""
3536,2015/16,"",All Inpatients, d,S08000019,"","",:,212,"",140,"",831,"",965,"",3.92,"",6.89,"",135,""
3537,2015/16,"",All Inpatients, d,S08000020,"",1,"",5828,"",4658,"",27614,"",28206,"",4.74,"",6.06,"",3110,""
3538,2015/16,"",All Inpatients, d,S08000020,"",2,"",17200,"",13103,"",88039,"",88579,"",5.12,"",6.76,"",8791,""
3539,2015/16,"",All Inpatients, d,S08000020,"",3,"",18983,"",14221,"",100222,"",98790,"",5.28,"",6.95,"",10051,""
3540,2015/16,"",All Inpatients, d,S08000020,"",4,"",24782,"",18542,"",128731,"",128532,"",5.19,"",6.93,"",13141,""
3541,2015/16,"",All Inpatients, d,S08000020,"",5,"",22842,"",17737,"",113488,"",114657,"",4.97,"",6.46,"",12570,""
3542,2015/16,"",All Inpatients, d,S08000020,"",All SIMDs, d,90290,"",68759,"",460081,"",460583,"",5.1,"",6.7,"",48142,""
3543,2015/16,"",All Inpatients, d,S08000020,"","",:,655,"",498,"",1987,"",1819,"",3.03,"",3.65,"",479,""
3544,2015/16,"",All Inpatients, d,S08000022,"",1,"",4998,"",3246,"",20707,"",21362,"",4.14,"",6.58,"",2181,""
3545,2015/16,"",All Inpatients, d,S08000022,"",2,"",12138,"",7863,"",55617,"",55867,"",4.58,"",7.11,"",5526,""
3546,2015/16,"",All Inpatients, d,S08000022,"",3,"",16977,"",11456,"",80265,"",82227,"",4.73,"",7.18,"",8328,""
3547,2015/16,"",All Inpatients, d,S08000022,"",4,"",14713,"",9539,"",65312,"",65631,"",4.44,"",6.88,"",6851,""
3548,2015/16,"",All Inpatients, d,S08000022,"",5,"",3873,"",2516,"",17617,"",18619,"",4.55,"",7.4,"",1872,""
3549,2015/16,"",All Inpatients, d,S08000022,"",All SIMDs, d,53870,"",35491,"",242505,"",246947,"",4.5,"",6.96,"",25602,""
3550,2015/16,"",All Inpatients, d,S08000022,"","",:,1171,"",871,"",2987,"",3241,"",2.55,"",3.72,"",844,""
3551,2015/16,"",All Inpatients, d,S08000024,"",1,"",29275,"",19887,"",124039,"",122014,"",4.24,"",6.14,"",13422,""
3552,2015/16,"",All Inpatients, d,S08000024,"",2,"",40823,"",27668,"",193612,"",194880,"",4.74,"",7.04,"",18787,""
3553,2015/16,"",All Inpatients, d,S08000024,"",3,"",30613,"",20628,"",140013,"",137574,"",4.57,"",6.67,"",14463,""
3554,2015/16,"",All Inpatients, d,S08000024,"",4,"",26862,"",18091,"",126011,"",123864,"",4.69,"",6.85,"",12934,""
3555,2015/16,"",All Inpatients, d,S08000024,"",5,"",36726,"",24784,"",196849,"",194248,"",5.36,"",7.84,"",17492,""
3556,2015/16,"",All Inpatients, d,S08000024,"",All SIMDs, d,166470,"",112602,"",786685,"",778579,"",4.73,"",6.91,"",78435,""
3557,2015/16,"",All Inpatients, d,S08000024,"","",:,2171,"",1544,"",6161,"",5999,"",2.84,"",3.89,"",1337,""
3558,2015/16,"",All Inpatients, d,S08000025,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
3559,2015/16,"",All Inpatients, d,S08000025,"",2,"",418,"",315,"",1936,"",2381,"",4.63,"",7.56,"",227,""
3560,2015/16,"",All Inpatients, d,S08000025,"",3,"",1003,"",750,"",4800,"",5427,"",4.79,"",7.24,"",533,""
3561,2015/16,"",All Inpatients, d,S08000025,"",4,"",1103,"",860,"",4611,"",5286,"",4.18,"",6.15,"",630,""
3562,2015/16,"",All Inpatients, d,S08000025,"",5,"",174,"",143,"",421,"",562,"",2.42,"",3.93,"",114,""
3563,2015/16,"",All Inpatients, d,S08000025,"",All SIMDs, d,2745,"",2106,"",11870,"",13801,"",4.32,"",6.55,"",1541,""
3564,2015/16,"",All Inpatients, d,S08000025,"","",:,45,"",35,"",100,"",145,"",2.22,"",4.14,"",35,""
3565,2015/16,"",All Inpatients, d,S08000026,"",1,"",20,"",20,"",25,"",30,"",1.25,"",1.5,"",20,""
3566,2015/16,"",All Inpatients, d,S08000026,"",2,"",129,"",122,"",327,"",413,"",2.53,"",3.39,"",89,""
3567,2015/16,"",All Inpatients, d,S08000026,"",3,"",914,"",826,"",5176,"",5421,"",5.66,"",6.56,"",620,""
3568,2015/16,"",All Inpatients, d,S08000026,"",4,"",1435,"",1322,"",6468,"",7336,"",4.51,"",5.55,"",956,""
3569,2015/16,"",All Inpatients, d,S08000026,"",5,"",20,"",20,"",25,"",25,"",1.25,"",1.25,"",20,""
3570,2015/16,"",All Inpatients, d,S08000026,"",All SIMDs, d,2629,"",2416,"",12288,"",13536,"",4.67,"",5.6,"",1804,""
3571,2015/16,"",All Inpatients, d,S08000026,"","",:,108,"",103,"",266,"",313,"",2.46,"",3.04,"",99,""
3572,2015/16,"",All Inpatients, d,S08000028,"",1,"",5,"",0,"",0,"",0,"",0,"",0,"",0,""
3573,2015/16,"",All Inpatients, d,S08000028,"",2,"",1170,"",812,"",6860,"",7947,"",5.86,"",9.79,"",576,""
3574,2015/16,"",All Inpatients, d,S08000028,"",3,"",3049,"",2179,"",18687,"",22565,"",6.13,"",10.36,"",1557,""
3575,2015/16,"",All Inpatients, d,S08000028,"",4,"",230,"",165,"",870,"",933,"",3.78,"",5.65,"",123,""
3576,2015/16,"",All Inpatients, d,S08000028,"",5,"",10,"",5,"",20,"",10,"",2,"",2,"",5,""
3577,2015/16,"",All Inpatients, d,S08000028,"",All SIMDs, d,4515,"",3214,"",26543,"",31612,"",5.88,"",9.84,"",2313,""
3578,2015/16,"",All Inpatients, d,S08000028,"","",:,56,"",48,"",108,"",156,"",1.93,"",3.25,"",48,""
3579,2015/16,"",All Inpatients, d,S08000029,"",1,"",16648,"",10997,"",63488,"",63229,"",3.81,"",5.75,"",7432,""
3580,2015/16,"",All Inpatients, d,S08000029,"",2,"",15663,"",10155,"",64416,"",65504,"",4.11,"",6.45,"",6948,""
3581,2015/16,"",All Inpatients, d,S08000029,"",3,"",12760,"",8302,"",56527,"",54263,"",4.43,"",6.54,"",5793,""
3582,2015/16,"",All Inpatients, d,S08000029,"",4,"",7944,"",5331,"",37237,"",34394,"",4.69,"",6.45,"",3845,""
3583,2015/16,"",All Inpatients, d,S08000029,"",5,"",7837,"",5399,"",32628,"",29360,"",4.16,"",5.44,"",4010,""
3584,2015/16,"",All Inpatients, d,S08000029,"",All SIMDs, d,61120,"",40372,"",254996,"",247438,"",4.17,"",6.13,"",28198,""
3585,2015/16,"",All Inpatients, d,S08000029,"","",:,268,"",188,"",700,"",688,"",2.61,"",3.66,"",170,""
3586,2015/16,"",All Inpatients, d,S08000030,"",1,"",17278,"",12140,"",72279,"",72033,"",4.18,"",5.93,"",8063,""
3587,2015/16,"",All Inpatients, d,S08000030,"",2,"",15003,"",10536,"",70412,"",71018,"",4.69,"",6.74,"",7204,""
3588,2015/16,"",All Inpatients, d,S08000030,"",3,"",19801,"",13973,"",96460,"",100251,"",4.87,"",7.17,"",9792,""
3589,2015/16,"",All Inpatients, d,S08000030,"",4,"",20738,"",15146,"",96370,"",99024,"",4.65,"",6.54,"",10695,""
3590,2015/16,"",All Inpatients, d,S08000030,"",5,"",13285,"",9686,"",60243,"",62277,"",4.53,"",6.43,"",6965,""
3591,2015/16,"",All Inpatients, d,S08000030,"",All SIMDs, d,86642,"",61901,"",397242,"",406119,"",4.58,"",6.56,"",43127,""
3592,2015/16,"",All Inpatients, d,S08000030,"","",:,537,"",420,"",1478,"",1516,"",2.75,"",3.61,"",408,""
3593,2015/16,"",All Inpatients, d,S08000031,"",1,"",158736,"",91191,"",538794,"",538746,"",3.39,"",5.91,"",59049,""
3594,2015/16,"",All Inpatients, d,S08000031,"",2,"",72152,"",41516,"",259114,"",254246,"",3.59,"",6.12,"",28303,""
3595,2015/16,"",All Inpatients, d,S08000031,"",3,"",51783,"",30833,"",189559,"",183278,"",3.66,"",5.94,"",21474,""
3596,2015/16,"",All Inpatients, d,S08000031,"",4,"",44579,"",26639,"",162994,"",159847,"",3.66,"",6,"",18773,""
3597,2015/16,"",All Inpatients, d,S08000031,"",5,"",49103,"",28262,"",171157,"",171429,"",3.49,"",6.07,"",20099,""
3598,2015/16,"",All Inpatients, d,S08000031,"",All SIMDs, d,378951,"",220151,"",1327965,"",1314336,"",3.5,"",5.97,"",149152,""
3599,2015/16,"",All Inpatients, d,S08000031,"","",:,2598,"",1710,"",6347,"",6790,"",2.44,"",3.97,"",1454,""
3600,2015/16,"",All Inpatients, d,S08000032,"",1,"",44264,"",26750,"",150785,"",152846,"",3.41,"",5.71,"",17842,""
3601,2015/16,"",All Inpatients, d,S08000032,"",2,"",40580,"",24814,"",146019,"",151461,"",3.6,"",6.1,"",16988,""
3602,2015/16,"",All Inpatients, d,S08000032,"",3,"",23486,"",14628,"",82111,"",83977,"",3.5,"",5.74,"",10082,""
3603,2015/16,"",All Inpatients, d,S08000032,"",4,"",14702,"",9562,"",45945,"",47724,"",3.13,"",4.99,"",6946,""
3604,2015/16,"",All Inpatients, d,S08000032,"",5,"",9838,"",6319,"",33310,"",33993,"",3.39,"",5.38,"",4751,""
3605,2015/16,"",All Inpatients, d,S08000032,"",All SIMDs, d,133192,"",82298,"",458960,"",470845,"",3.45,"",5.72,"",56805,""
3606,2015/16,"",All Inpatients, d,S08000032,"","",:,322,"",225,"",790,"",844,"",2.45,"",3.75,"",196,""
3607,2015/16,"",All Inpatients, d,SB0801,"",1,"",4308,"",2118,"",12613,"",12083,"",2.93,"",5.7,"",2481,""
3608,2015/16,"",All Inpatients, d,SB0801,"",2,"",3725,"",1964,"",10596,"",10280,"",2.84,"",5.23,"",2235,""
3609,2015/16,"",All Inpatients, d,SB0801,"",3,"",3384,"",1822,"",10486,"",9731,"",3.1,"",5.34,"",2033,""
3610,2015/16,"",All Inpatients, d,SB0801,"",4,"",2643,"",1595,"",8115,"",7887,"",3.07,"",4.94,"",1671,""
3611,2015/16,"",All Inpatients, d,SB0801,"",5,"",2622,"",1470,"",7188,"",6828,"",2.74,"",4.64,"",1570,""
3612,2015/16,"",All Inpatients, d,SB0801,"",All SIMDs, d,16818,"",9002,"",49380,"",47066,"",2.94,"",5.23,"",10053,""
3613,2015/16,"",All Inpatients, d,SB0801,"","",:,136,"",35,"",382,"",257,"",2.81,"",7.34,"",63,""
3614,2015/16,"",All Inpatients, d,S27000001,"",1,"",766,"",602,"",11189,"",8032,"",14.61,"",13.34,"",691,""
3615,2015/16,"",All Inpatients, d,S27000001,"",2,"",738,"",626,"",9277,"",5451,"",12.57,"",8.71,"",680,""
3616,2015/16,"",All Inpatients, d,S27000001,"",3,"",705,"",595,"",9137,"",5359,"",12.96,"",9.01,"",645,""
3617,2015/16,"",All Inpatients, d,S27000001,"",4,"",665,"",575,"",6060,"",4091,"",9.11,"",7.11,"",625,""
3618,2015/16,"",All Inpatients, d,S27000001,"",5,"",744,"",646,"",6545,"",3885,"",8.8,"",6.01,"",704,""
3619,2015/16,"",All Inpatients, d,S27000001,"",All SIMDs, d,3623,"",3049,"",42223,"",26833,"",11.65,"",8.8,"",3349,""
3620,2015/16,"",All Inpatients, d,S27000001,"","",:,5,"",5,"",15,"",15,"",3,"",3,"",5,""
3621,2015/16,"",All Inpatients and Daycases, d,S92000003, d,1,"",436458,"",308687,"",1209008,"",1207875,"",2.77,"",3.91,"",177435,""
3622,2015/16,"",All Inpatients and Daycases, d,S92000003, d,2,"",368828,"",271167,"",1122014,"",1125706,"",3.04,"",4.15,"",158780,""
3623,2015/16,"",All Inpatients and Daycases, d,S92000003, d,3,"",317217,"",240266,"",968238,"",967235,"",3.05,"",4.03,"",142878,""
3624,2015/16,"",All Inpatients and Daycases, d,S92000003, d,4,"",277282,"",214289,"",814502,"",811512,"",2.94,"",3.79,"",128595,""
3625,2015/16,"",All Inpatients and Daycases, d,S92000003, d,5,"",253743,"",196550,"",725960,"",722000,"",2.86,"",3.67,"",115407,""
3626,2015/16,"",All Inpatients and Daycases, d,S92000003, d,All SIMDs, d,1664178,"",1238780,"",4866204,"",4861612,"",2.92,"",3.92,"",729638,""
3627,2015/16,"",All Inpatients and Daycases, d,S92000003, d,"",:,10650,"",7821,"",26482,"",27284,"",2.49,"",3.49,"",6543,""
3628,2015/16,"",All Inpatients and Daycases, d,S08000015,"",1,"",40786,"",29987,"",124236,"",124559,"",3.05,"",4.15,"",18056,""
3629,2015/16,"",All Inpatients and Daycases, d,S08000015,"",2,"",30180,"",22396,"",95283,"",95433,"",3.16,"",4.26,"",13241,""
3630,2015/16,"",All Inpatients and Daycases, d,S08000015,"",3,"",18849,"",14237,"",56207,"",56510,"",2.98,"",3.97,"",8569,""
3631,2015/16,"",All Inpatients and Daycases, d,S08000015,"",4,"",13892,"",10532,"",40245,"",40058,"",2.9,"",3.8,"",6358,""
3632,2015/16,"",All Inpatients and Daycases, d,S08000015,"",5,"",12837,"",9887,"",39306,"",38353,"",3.06,"",3.88,"",5675,""
3633,2015/16,"",All Inpatients and Daycases, d,S08000015,"",All SIMDs, d,116966,"",87368,"",356132,"",355781,"",3.04,"",4.07,"",52210,""
3634,2015/16,"",All Inpatients and Daycases, d,S08000015,"","",:,422,"",329,"",855,"",868,"",2.03,"",2.64,"",311,""
3635,2015/16,"",All Inpatients and Daycases, d,S08000016,"",1,"",2209,"",1872,"",5790,"",6291,"",2.62,"",3.36,"",1104,""
3636,2015/16,"",All Inpatients and Daycases, d,S08000016,"",2,"",5473,"",4692,"",14341,"",15153,"",2.62,"",3.23,"",2696,""
3637,2015/16,"",All Inpatients and Daycases, d,S08000016,"",3,"",9991,"",8414,"",25534,"",26523,"",2.56,"",3.15,"",5013,""
3638,2015/16,"",All Inpatients and Daycases, d,S08000016,"",4,"",9058,"",7628,"",23844,"",24910,"",2.63,"",3.27,"",4701,""
3639,2015/16,"",All Inpatients and Daycases, d,S08000016,"",5,"",2087,"",1827,"",4247,"",4721,"",2.03,"",2.58,"",1120,""
3640,2015/16,"",All Inpatients and Daycases, d,S08000016,"",All SIMDs, d,29873,"",25328,"",76104,"",80140,"",2.55,"",3.16,"",15258,""
3641,2015/16,"",All Inpatients and Daycases, d,S08000016,"","",:,1055,"",895,"",2348,"",2542,"",2.23,"",2.84,"",624,""
3642,2015/16,"",All Inpatients and Daycases, d,S08000017,"",1,"",4214,"",3321,"",14694,"",15622,"",3.49,"",4.7,"",2222,""
3643,2015/16,"",All Inpatients and Daycases, d,S08000017,"",2,"",12018,"",9548,"",43344,"",43006,"",3.61,"",4.5,"",6470,""
3644,2015/16,"",All Inpatients and Daycases, d,S08000017,"",3,"",15616,"",12423,"",52432,"",54221,"",3.36,"",4.36,"",8454,""
3645,2015/16,"",All Inpatients and Daycases, d,S08000017,"",4,"",6815,"",5411,"",24242,"",24063,"",3.56,"",4.45,"",3785,""
3646,2015/16,"",All Inpatients and Daycases, d,S08000017,"",5,"",3587,"",2902,"",11269,"",11218,"",3.14,"",3.87,"",1956,""
3647,2015/16,"",All Inpatients and Daycases, d,S08000017,"",All SIMDs, d,42689,"",33942,"",147110,"",149260,"",3.45,"",4.4,"",23212,""
3648,2015/16,"",All Inpatients and Daycases, d,S08000017,"","",:,439,"",337,"",1129,"",1130,"",2.57,"",3.35,"",325,""
3649,2015/16,"",All Inpatients and Daycases, d,S08000019,"",1,"",12149,"",8410,"",42750,"",42814,"",3.52,"",5.09,"",5790,""
3650,2015/16,"",All Inpatients and Daycases, d,S08000019,"",2,"",16510,"",11445,"",62821,"",64085,"",3.81,"",5.6,"",8124,""
3651,2015/16,"",All Inpatients and Daycases, d,S08000019,"",3,"",10890,"",7613,"",40622,"",41118,"",3.73,"",5.4,"",5573,""
3652,2015/16,"",All Inpatients and Daycases, d,S08000019,"",4,"",10354,"",7366,"",37446,"",37927,"",3.62,"",5.15,"",5505,""
