_id,FinancialYear,FinancialYearQF,AdmissionType,AdmissionTypeQF,HB,HBQF,Specialty,SpecialtyQF,SpecialtyName,SpecialtyNameQF,Episodes,EpisodesQF,Stays,StaysQF,TotalLengthofEpisode,TotalLengthofEpisodeQF,TotalLengthofStay,TotalLengthofStayQF,AverageLengthofEpisodeRate,AverageLengthofEpisodeRateQF,AverageLengthofStayRate,AverageLengthofStayRateQF,Patients,PatientsQF
14731,2014/15,"",Emergency,"",S08000029,"",AF,"",Paediatrics,"",1775,"",1775,"",3325,"",3435,"",1.87,"",1.94,"",1422,""
14732,2014/15,"",Emergency,"",S08000029,"",AG,"",Renal Medicine,"",224,"",964,"",1375,"",8678,"",6.14,"",9,"",144,""
14733,2014/15,"",Emergency,"",S08000029,"",AH,"",Neurology,"",5,"",24,"",27,"",150,"",5.4,"",6.25,"",5,""
14734,2014/15,"",Emergency,"",S08000029,"","",z,All Acute Specialties, d,25844,"",35048,"",44983,"",214482,"",1.74,"",6.12,"",18001,""
14735,2014/15,"",Emergency,"",S08000029,"","",z,All Specialties, d,31859,"",41393,"",53860,"",238310,"",1.69,"",5.76,"",22214,""
14736,2014/15,"",Emergency,"",S08000029,"",AM,"",Palliative Medicine,"",216,"",316,"",4013,"",6289,"",18.58,"",19.9,"",184,""
14737,2014/15,"",Emergency,"",S08000029,"",AP,"",Rehabilitation Medicine,"",0,"",51,"",0,"",3943,"",0,"",77.31,"",0,""
14738,2014/15,"",Emergency,"",S08000029,"",AQ,"",Respiratory Medicine,"",177,"",1708,"",1117,"",12166,"",6.31,"",7.12,"",162,""
14739,2014/15,"",Emergency,"",S08000029,"",C1,"",General Surgery,"",4512,"",4861,"",5485,"",21176,"",1.22,"",4.36,"",3765,""
14740,2014/15,"",Emergency,"",S08000029,"",C2,"",Accident & Emergency,"",2558,"",2563,"",970,"",975,"",0.38,"",0.38,"",2233,""
14741,2014/15,"",Emergency,"",S08000029,"",C3,"",Anaesthetics,"",165,"",335,"",690,"",1930,"",4.18,"",5.76,"",165,""
14742,2014/15,"",Emergency,"",S08000029,"",C5,"","Ear, Nose & Throat (ENT)","",225,"",230,"",275,"",300,"",1.22,"",1.3,"",210,""
14743,2014/15,"",Emergency,"",S08000029,"",C7,"",Ophthalmology,"",15,"",15,"",30,"",65,"",2,"",4.33,"",13,""
14744,2014/15,"",Emergency,"",S08000029,"",C8,"",Trauma and Orthopaedic Surgery,"",1412,"",1538,"",10193,"",12825,"",7.22,"",8.34,"",1342,""
14745,2014/15,"",Emergency,"",S08000029,"",CA,"",Paediatric Surgery,"",5,"",5,"",5,"",5,"",1,"",1,"",5,""
14746,2014/15,"",Emergency,"",S08000029,"",CB,"",Urology,"",1252,"",1469,"",622,"",5084,"",0.5,"",3.46,"",970,""
14747,2014/15,"",Emergency,"",S08000029,"","",z,Community Grouping,d,114,"",390,"",3557,"",18162,"",31.2,"",46.57,"",108,""
14748,2014/15,"",Emergency,"",S08000029,"",D3,"",Oral Surgery,"",140,"",147,"",236,"",312,"",1.69,"",2.12,"",135,""
14749,2014/15,"",Emergency,"",S08000029,"","",z,Dental Grouping,d,140,"",147,"",236,"",312,"",1.69,"",2.12,"",135,""
14750,2014/15,"",Emergency,"",S08000029,"",E12,"",GP Other than Obstetrics,"",114,"",390,"",3557,"",18162,"",31.2,"",46.57,"",108,""
14751,2014/15,"",Emergency,"",S08000029,"","",z,Emergency Grouping,d,2558,"",2563,"",970,"",975,"",0.38,"",0.38,"",2233,""
14752,2014/15,"",Emergency,"",S08000029,"",F2,"",Gynaecology,"",1425,"",1465,"",785,"",945,"",0.55,"",0.65,"",1082,""
14753,2014/15,"",Emergency,"",S08000029,"",H2,"",Clinical Oncology,"",15,"",20,"",25,"",32,"",1.67,"",1.6,"",12,""
14754,2014/15,"",Emergency,"",S08000029,"",J4,"",Haematology,"",218,"",306,"",1600,"",2830,"",7.34,"",9.25,"",139,""
14755,2014/15,"",Emergency,"",S08000029,"","",z,Medical Grouping,d,18265,"",26597,"",27686,"",173104,"",1.52,"",6.51,"",12768,""
14756,2014/15,"",Emergency,"",S08000029,"","",z,Paediatrics Grouping,d,1780,"",1780,"",3330,"",3438,"",1.87,"",1.93,"",1426,""
14757,2014/15,"",Emergency,"",S08000029,"","",z,Surgery Grouping,d,7579,"",8451,"",17297,"",41378,"",2.28,"",4.9,"",6296,""
14758,2014/15,"",Emergency,"",S08000029,"","",z,Women and Newborn Grouping,d,1425,"",1465,"",785,"",945,"",0.55,"",0.65,"",1082,""
14759,2014/15,"",Emergency,"",S08000030,"",A1,"",General Medicine,"",21888,"",22187,"",43498,"",75520,"",1.99,"",3.4,"",16462,""
14760,2014/15,"",Emergency,"",S08000030,"",A2,"",Cardiology,"",649,"",1922,"",2304,"",13557,"",3.55,"",7.05,"",618,""
14761,2014/15,"",Emergency,"",S08000030,"",A6,"",Infectious Diseases,"",71,"",857,"",315,"",5134,"",4.44,"",5.99,"",66,""
14762,2014/15,"",Emergency,"",S08000030,"",A7,"",Dermatology,"",110,"",130,"",1409,"",1841,"",12.81,"",14.16,"",96,""
14763,2014/15,"",Emergency,"",S08000030,"",A8,"",Endocrinology & Diabetes,"",0,"",12,"",0,"",55,"",0,"",4.58,"",0,""
14764,2014/15,"",Emergency,"",S08000030,"",A9,"",Gastroenterology,"",90,"",986,"",780,"",8525,"",8.67,"",8.65,"",81,""
14765,2014/15,"",Emergency,"",S08000030,"",AB,"",Geriatric Medicine,"",190,"",2649,"",3026,"",64054,"",15.93,"",24.18,"",165,""
14766,2014/15,"",Emergency,"",S08000030,"",AD,"",Medical Oncology,"",0,"",0,"",5,"",10,"",,z,,z,0,""
14767,2014/15,"",Emergency,"",S08000030,"",AF,"",Paediatrics,"",5455,"",5460,"",5760,"",5925,"",1.06,"",1.09,"",4076,""
14768,2014/15,"",Emergency,"",S08000030,"",AG,"",Renal Medicine,"",487,"",646,"",3890,"",6098,"",7.99,"",9.44,"",279,""
14769,2014/15,"",Emergency,"",S08000030,"",AH,"",Neurology,"",78,"",185,"",758,"",2631,"",9.72,"",14.22,"",71,""
14770,2014/15,"",Emergency,"",S08000030,"","",z,All Acute Specialties, d,37699,"",47179,"",127370,"",300280,"",3.38,"",6.36,"",27377,""
14771,2014/15,"",Emergency,"",S08000030,"","",z,All Specialties, d,45741,"",56022,"",143762,"",338327,"",3.14,"",6.04,"",33118,""
14772,2014/15,"",Emergency,"",S08000030,"",AM,"",Palliative Medicine,"",343,"",581,"",5299,"",9323,"",15.45,"",16.05,"",259,""
14773,2014/15,"",Emergency,"",S08000030,"",AP,"",Rehabilitation Medicine,"",5,"",232,"",100,"",12583,"",20,"",54.24,"",5,""
14774,2014/15,"",Emergency,"",S08000030,"",AQ,"",Respiratory Medicine,"",69,"",1726,"",385,"",11680,"",5.58,"",6.77,"",64,""
14775,2014/15,"",Emergency,"",S08000030,"",AR,"",Rheumatology,"",0,"",10,"",0,"",64,"",0,"",6.4,"",0,""
14776,2014/15,"",Emergency,"",S08000030,"",C1,"",General Surgery,"",6227,"",6646,"",27725,"",39482,"",4.45,"",5.94,"",5261,""
14777,2014/15,"",Emergency,"",S08000030,"",C2,"",Accident & Emergency,"",1490,"",1495,"",783,"",795,"",0.53,"",0.53,"",1334,""
14778,2014/15,"",Emergency,"",S08000030,"",C3,"",Anaesthetics,"",160,"",387,"",755,"",2365,"",4.72,"",6.11,"",158,""
14779,2014/15,"",Emergency,"",S08000030,"",C5,"","Ear, Nose & Throat (ENT)","",875,"",903,"",1792,"",1955,"",2.05,"",2.17,"",785,""
14780,2014/15,"",Emergency,"",S08000030,"",C6,"",Neurosurgery,"",220,"",350,"",997,"",3202,"",4.53,"",9.15,"",195,""
14781,2014/15,"",Emergency,"",S08000030,"",C7,"",Ophthalmology,"",270,"",285,"",955,"",960,"",3.54,"",3.37,"",247,""
14782,2014/15,"",Emergency,"",S08000030,"",C8,"",Trauma and Orthopaedic Surgery,"",2913,"",3065,"",20489,"",24520,"",7.03,"",8,"",2767,""
14783,2014/15,"",Emergency,"",S08000030,"",C9,"",Plastic Surgery,"",1090,"",1114,"",1840,"",2120,"",1.69,"",1.9,"",1039,""
14784,2014/15,"",Emergency,"",S08000030,"",CA,"",Paediatric Surgery,"",5,"",5,"",5,"",5,"",1,"",1,"",5,""
14785,2014/15,"",Emergency,"",S08000030,"",CB,"",Urology,"",763,"",960,"",2549,"",4187,"",3.34,"",4.36,"",659,""
14786,2014/15,"",Emergency,"",S08000030,"","",z,Community Grouping,d,582,"",1341,"",9015,"",30309,"",15.49,"",22.6,"",494,""
14787,2014/15,"",Emergency,"",S08000030,"",D1,"",Community Dental Practice,"",5,"",5,"",0,"",0,"",0,"",0,"",5,""
14788,2014/15,"",Emergency,"",S08000030,"",D3,"",Oral Surgery,"",10,"",10,"",24,"",29,"",2.4,"",2.9,"",10,""
14789,2014/15,"",Emergency,"",S08000030,"","",z,Dental Grouping,d,15,"",17,"",24,"",29,"",1.6,"",1.71,"",16,""
14790,2014/15,"",Emergency,"",S08000030,"",E12,"",GP Other than Obstetrics,"",582,"",1341,"",9015,"",30309,"",15.49,"",22.6,"",494,""
14791,2014/15,"",Emergency,"",S08000030,"","",z,Emergency Grouping,d,1490,"",1495,"",783,"",795,"",0.53,"",0.53,"",1334,""
14792,2014/15,"",Emergency,"",S08000030,"",F2,"",Gynaecology,"",497,"",530,"",808,"",987,"",1.63,"",1.86,"",436,""
14793,2014/15,"",Emergency,"",S08000030,"",H2,"",Clinical Oncology,"",770,"",860,"",5815,"",7008,"",7.55,"",8.15,"",515,""
14794,2014/15,"",Emergency,"",S08000030,"",J4,"",Haematology,"",436,"",488,"",2681,"",3405,"",6.15,"",6.98,"",233,""
14795,2014/15,"",Emergency,"",S08000030,"","",z,Medical Grouping,d,25185,"",33473,"",70268,"",221489,"",2.79,"",6.62,"",18123,""
14796,2014/15,"",Emergency,"",S08000030,"","",z,Paediatrics Grouping,d,5457,"",5462,"",5762,"",5929,"",1.06,"",1.09,"",4079,""
14797,2014/15,"",Emergency,"",S08000030,"","",z,Surgery Grouping,d,12514,"",13706,"",57102,"",78791,"",4.56,"",5.75,"",10889,""
14798,2014/15,"",Emergency,"",S08000030,"","",z,Women and Newborn Grouping,d,497,"",530,"",808,"",987,"",1.63,"",1.86,"",436,""
14799,2014/15,"",Emergency,"",S08000031,"",A1,"",General Medicine,"",85945,"",87709,"",137455,"",359368,"",1.6,"",4.1,"",60921,""
14800,2014/15,"",Emergency,"",S08000031,"",A2,"",Cardiology,"",4678,"",8454,"",7549,"",35509,"",1.61,"",4.2,"",4051,""
14801,2014/15,"",Emergency,"",S08000031,"",A3,"",Clinical Genetics,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
14802,2014/15,"",Emergency,"",S08000031,"",A6,"",Infectious Diseases,"",533,"",1165,"",2581,"",8153,"",4.84,"",7,"",499,""
14803,2014/15,"",Emergency,"",S08000031,"",A7,"",Dermatology,"",67,"",100,"",596,"",919,"",8.9,"",9.19,"",64,""
14804,2014/15,"",Emergency,"",S08000031,"",A8,"",Endocrinology & Diabetes,"",14,"",123,"",55,"",348,"",3.93,"",2.83,"",14,""
14805,2014/15,"",Emergency,"",S08000031,"",A9,"",Gastroenterology,"",81,"",1079,"",415,"",7211,"",5.12,"",6.68,"",71,""
14806,2014/15,"",Emergency,"",S08000031,"",AB,"",Geriatric Medicine,"",1465,"",15293,"",10346,"",347736,"",7.06,"",22.74,"",1401,""
14807,2014/15,"",Emergency,"",S08000031,"",AD,"",Medical Oncology,"",689,"",815,"",4158,"",5682,"",6.03,"",6.97,"",520,""
14808,2014/15,"",Emergency,"",S08000031,"",AF,"",Paediatrics,"",14210,"",14389,"",10068,"",12428,"",0.71,"",0.86,"",10708,""
14809,2014/15,"",Emergency,"",S08000031,"",AG,"",Renal Medicine,"",850,"",1307,"",5946,"",13574,"",7,"",10.39,"",576,""
14810,2014/15,"",Emergency,"",S08000031,"",AH,"",Neurology,"",460,"",763,"",1306,"",6255,"",2.84,"",8.2,"",453,""
14811,2014/15,"",Emergency,"",S08000031,"","",z,All Acute Specialties, d,140796,"",171283,"",361039,"",1112459,"",2.56,"",6.49,"",97314,""
14812,2014/15,"",Emergency,"",S08000031,"","",z,All Specialties, d,160905,"",191820,"",378810,"",1134822,"",2.35,"",5.92,"",111886,""
14813,2014/15,"",Emergency,"",S08000031,"",AM,"",Palliative Medicine,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
14814,2014/15,"",Emergency,"",S08000031,"",AP,"",Rehabilitation Medicine,"",105,"",290,"",5235,"",21387,"",49.86,"",73.75,"",104,""
14815,2014/15,"",Emergency,"",S08000031,"",AQ,"",Respiratory Medicine,"",386,"",2972,"",2690,"",26373,"",6.97,"",8.87,"",339,""
14816,2014/15,"",Emergency,"",S08000031,"",AR,"",Rheumatology,"",68,"",744,"",713,"",6840,"",10.49,"",9.19,"",67,""
14817,2014/15,"",Emergency,"",S08000031,"",C1,"",General Surgery,"",24419,"",25544,"",87553,"",125356,"",3.59,"",4.91,"",20010,""
14818,2014/15,"",Emergency,"",S08000031,"",C2,"",Accident & Emergency,"",2057,"",2090,"",1529,"",1806,"",0.74,"",0.86,"",1937,""
14819,2014/15,"",Emergency,"",S08000031,"",C3,"",Anaesthetics,"",860,"",1773,"",2995,"",9726,"",3.48,"",5.49,"",845,""
14820,2014/15,"",Emergency,"",S08000031,"",C4,"",Cardiothoracic Surgery,"",5,"",15,"",10,"",585,"",2,"",39,"",5,""
14821,2014/15,"",Emergency,"",S08000031,"",C5,"","Ear, Nose & Throat (ENT)","",2058,"",2178,"",4831,"",6534,"",2.35,"",3,"",1891,""
14822,2014/15,"",Emergency,"",S08000031,"",C6,"",Neurosurgery,"",887,"",1393,"",4864,"",13655,"",5.48,"",9.8,"",828,""
14823,2014/15,"",Emergency,"",S08000031,"",C7,"",Ophthalmology,"",485,"",505,"",1400,"",1480,"",2.89,"",2.93,"",447,""
14824,2014/15,"",Emergency,"",S08000031,"",C8,"",Trauma and Orthopaedic Surgery,"",10595,"",11032,"",54662,"",72265,"",5.16,"",6.55,"",9868,""
14825,2014/15,"",Emergency,"",S08000031,"",C9,"",Plastic Surgery,"",2136,"",2295,"",3561,"",5937,"",1.67,"",2.59,"",1980,""
14826,2014/15,"",Emergency,"",S08000031,"",CA,"",Paediatric Surgery,"",1060,"",1178,"",2415,"",3375,"",2.28,"",2.87,"",1012,""
14827,2014/15,"",Emergency,"",S08000031,"",CB,"",Urology,"",2103,"",3242,"",7995,"",15045,"",3.8,"",4.64,"",1744,""
14828,2014/15,"",Emergency,"",S08000031,"",D3,"",Oral Surgery,"",5,"",5,"",0,"",0,"",0,"",0,"",5,""
14829,2014/15,"",Emergency,"",S08000031,"",D8,"",Paediatric Dentistry,"",5,"",10,"",0,"",0,"",0,"",0,"",5,""
14830,2014/15,"",Emergency,"",S08000031,"","",z,Dental Grouping,d,5,"",5,"",0,"",0,"",0,"",0,"",5,""
14831,2014/15,"",Emergency,"",S08000031,"","",z,Emergency Grouping,d,2057,"",2090,"",1529,"",1806,"",0.74,"",0.86,"",1937,""
14832,2014/15,"",Emergency,"",S08000031,"",F2,"",Gynaecology,"",2771,"",2866,"",3756,"",4749,"",1.36,"",1.66,"",2397,""
14833,2014/15,"",Emergency,"",S08000031,"",H1,"",Clinical Radiology,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
14834,2014/15,"",Emergency,"",S08000031,"",H2,"",Clinical Oncology,"",1124,"",1380,"",9304,"",12653,"",8.28,"",9.17,"",973,""
14835,2014/15,"",Emergency,"",S08000031,"",J4,"",Haematology,"",779,"",1105,"",4814,"",9856,"",6.18,"",8.92,"",426,""
14836,2014/15,"",Emergency,"",S08000031,"",J5,"",Immunology,"",0,"",5,"",0,"",10,"",0,"",2,"",0,""
14837,2014/15,"",Emergency,"",S08000031,"","",z,Medical Grouping,d,97249,"",123306,"",193166,"",861875,"",1.99,"",6.99,"",67374,""
14838,2014/15,"",Emergency,"",S08000031,"","",z,Paediatrics Grouping,d,15278,"",15577,"",12485,"",15807,"",0.82,"",1.01,"",11606,""
14839,2014/15,"",Emergency,"",S08000031,"","",z,Surgery Grouping,d,43547,"",47977,"",167873,"",250584,"",3.85,"",5.22,"",36664,""
14840,2014/15,"",Emergency,"",S08000031,"","",z,Women and Newborn Grouping,d,2771,"",2866,"",3756,"",4749,"",1.36,"",1.66,"",2397,""
14841,2014/15,"",Emergency,"",S08000032,"",A1,"",General Medicine,"",37391,"",37367,"",86773,"",146687,"",2.32,"",3.93,"",26613,""
14842,2014/15,"",Emergency,"",S08000032,"",A2,"",Cardiology,"",1780,"",3789,"",4760,"",21872,"",2.67,"",5.77,"",1719,""
14843,2014/15,"",Emergency,"",S08000032,"",A6,"",Infectious Diseases,"",172,"",487,"",1496,"",5708,"",8.7,"",11.72,"",157,""
14844,2014/15,"",Emergency,"",S08000032,"",A7,"",Dermatology,"",40,"",63,"",558,"",959,"",13.95,"",15.22,"",35,""
14845,2014/15,"",Emergency,"",S08000032,"",A8,"",Endocrinology & Diabetes,"",15,"",45,"",122,"",403,"",8.13,"",8.96,"",12,""
14846,2014/15,"",Emergency,"",S08000032,"",A9,"",Gastroenterology,"",31,"",135,"",251,"",999,"",8.1,"",7.4,"",31,""
14847,2014/15,"",Emergency,"",S08000032,"",AB,"",Geriatric Medicine,"",1835,"",7218,"",7888,"",105114,"",4.3,"",14.56,"",1629,""
14848,2014/15,"",Emergency,"",S08000032,"",AD,"",Medical Oncology,"",0,"",5,"",0,"",5,"",0,"",1,"",0,""
14849,2014/15,"",Emergency,"",S08000032,"",AF,"",Paediatrics,"",6205,"",6200,"",5439,"",5586,"",0.88,"",0.9,"",4649,""
14850,2014/15,"",Emergency,"",S08000032,"",AG,"",Renal Medicine,"",285,"",490,"",1330,"",4686,"",4.67,"",9.56,"",199,""
14851,2014/15,"",Emergency,"",S08000032,"","",z,All Acute Specialties, d,59343,"",68495,"",176693,"",396432,"",2.98,"",5.79,"",40907,""
14852,2014/15,"",Emergency,"",S08000032,"","",z,All Specialties, d,67370,"",76569,"",184296,"",404663,"",2.74,"",5.28,"",46525,""
14853,2014/15,"",Emergency,"",S08000032,"",AQ,"",Respiratory Medicine,"",83,"",120,"",205,"",409,"",2.47,"",3.41,"",82,""
14854,2014/15,"",Emergency,"",S08000032,"",AR,"",Rheumatology,"",24,"",48,"",64,"",247,"",2.67,"",5.15,"",24,""
14855,2014/15,"",Emergency,"",S08000032,"",C1,"",General Surgery,"",10829,"",11286,"",38433,"",58510,"",3.55,"",5.18,"",8786,""
14856,2014/15,"",Emergency,"",S08000032,"",C2,"",Accident & Emergency,"",461,"",474,"",255,"",325,"",0.55,"",0.69,"",428,""
14857,2014/15,"",Emergency,"",S08000032,"",C3,"",Anaesthetics,"",90,"",198,"",220,"",1364,"",2.44,"",6.89,"",86,""
14858,2014/15,"",Emergency,"",S08000032,"",C5,"","Ear, Nose & Throat (ENT)","",965,"",980,"",2314,"",2650,"",2.4,"",2.7,"",869,""
14859,2014/15,"",Emergency,"",S08000032,"",C7,"",Ophthalmology,"",45,"",50,"",285,"",300,"",6.33,"",6,"",45,""
14860,2014/15,"",Emergency,"",S08000032,"",C8,"",Trauma and Orthopaedic Surgery,"",4429,"",4589,"",26883,"",37638,"",6.07,"",8.2,"",4127,""
14861,2014/15,"",Emergency,"",S08000032,"",CA,"",Paediatric Surgery,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
14862,2014/15,"",Emergency,"",S08000032,"",CB,"",Urology,"",1226,"",1450,"",4098,"",6276,"",3.34,"",4.33,"",1025,""
14863,2014/15,"",Emergency,"",S08000032,"","",z,Community Grouping,d,0,"",0,"",0,"",16,"",0,"",,z,0,""
14864,2014/15,"",Emergency,"",S08000032,"",D1,"",Community Dental Practice,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
14865,2014/15,"",Emergency,"",S08000032,"","",z,Dental Grouping,d,0,"",0,"",0,"",0,"",0,"",0,"",0,""
14866,2014/15,"",Emergency,"",S08000032,"",E12,"",GP Other than Obstetrics,"",0,"",0,"",0,"",16,"",0,"",,z,0,""
14867,2014/15,"",Emergency,"",S08000032,"","",z,Emergency Grouping,d,461,"",474,"",255,"",325,"",0.55,"",0.69,"",428,""
14868,2014/15,"",Emergency,"",S08000032,"",F2,"",Gynaecology,"",1358,"",1395,"",1909,"",2305,"",1.41,"",1.65,"",1065,""
14869,2014/15,"",Emergency,"",S08000032,"",H1,"",Clinical Radiology,"",0,"",10,"",0,"",0,"",0,"",0,"",0,""
14870,2014/15,"",Emergency,"",S08000032,"",J4,"",Haematology,"",106,"",170,"",1011,"",2605,"",9.54,"",15.32,"",91,""
14871,2014/15,"",Emergency,"",S08000032,"","",z,Medical Grouping,d,41760,"",49945,"",104458,"",289694,"",2.5,"",5.8,"",29097,""
14872,2014/15,"",Emergency,"",S08000032,"","",z,Paediatrics Grouping,d,6207,"",6202,"",5439,"",5586,"",0.88,"",0.9,"",4650,""
14873,2014/15,"",Emergency,"",S08000032,"","",z,Surgery Grouping,d,17583,"",18550,"",72235,"",106738,"",4.11,"",5.75,"",14580,""
14874,2014/15,"",Emergency,"",S08000032,"","",z,Women and Newborn Grouping,d,1358,"",1395,"",1909,"",2305,"",1.41,"",1.65,"",1065,""
14875,2014/15,"",Emergency,"",SB0801,"",A2,"",Cardiology,"",636,"",2130,"",1487,"",5065,"",2.34,"",2.38,"",624,""
14876,2014/15,"",Emergency,"",SB0801,"","",z,All Acute Specialties, d,742,"",2651,"",2430,"",11048,"",3.27,"",4.17,"",720,""
14877,2014/15,"",Emergency,"",SB0801,"","",z,All Specialties, d,742,"",2651,"",2430,"",11048,"",3.27,"",4.17,"",720,""
14878,2014/15,"",Emergency,"",SB0801,"",AQ,"",Respiratory Medicine,"",0,"",5,"",0,"",20,"",0,"",4,"",0,""
14879,2014/15,"",Emergency,"",SB0801,"",C1,"",General Surgery,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
14880,2014/15,"",Emergency,"",SB0801,"",C4,"",Cardiothoracic Surgery,"",80,"",475,"",605,"",5244,"",7.56,"",11.04,"",74,""
14881,2014/15,"",Emergency,"",SB0801,"",C7,"",Ophthalmology,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
14882,2014/15,"",Emergency,"",SB0801,"",C8,"",Trauma and Orthopaedic Surgery,"",25,"",40,"",340,"",719,"",13.6,"",17.98,"",25,""
14883,2014/15,"",Emergency,"",SB0801,"","",z,Medical Grouping,d,636,"",2134,"",1487,"",5085,"",2.34,"",2.38,"",624,""
14884,2014/15,"",Emergency,"",SB0801,"","",z,Surgery Grouping,d,106,"",517,"",945,"",5963,"",8.92,"",11.53,"",99,""
14885,2014/15,"",Emergency,"",S27000001,"",AB,"",Geriatric Medicine,"",5,"",95,"",160,"",5492,"",32,"",57.81,"",5,""
14886,2014/15,"",Emergency,"",S27000001,"","",z,All Acute Specialties, d,311,"",840,"",4675,"",18419,"",15.03,"",21.93,"",276,""
14887,2014/15,"",Emergency,"",S27000001,"","",z,All Specialties, d,348,"",1047,"",5430,"",28403,"",15.6,"",27.13,"",309,""
14888,2014/15,"",Emergency,"",S27000001,"",AM,"",Palliative Medicine,"",285,"",725,"",4505,"",12917,"",15.81,"",17.82,"",252,""
14889,2014/15,"",Emergency,"",S27000001,"",C1,"",General Surgery,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
14890,2014/15,"",Emergency,"",S27000001,"",C5,"","Ear, Nose & Throat (ENT)","",0,"",0,"",0,"",0,"",0,"",0,"",0,""
14891,2014/15,"",Emergency,"",S27000001,"",C6,"",Neurosurgery,"",0,"",0,"",5,"",5,"",,z,,z,0,""
14892,2014/15,"",Emergency,"",S27000001,"",C7,"",Ophthalmology,"",5,"",5,"",0,"",0,"",0,"",0,"",5,""
14893,2014/15,"",Emergency,"",S27000001,"",C8,"",Trauma and Orthopaedic Surgery,"",10,"",11,"",5,"",5,"",0.5,"",0.45,"",11,""
14894,2014/15,"",Emergency,"",S27000001,"",C9,"",Plastic Surgery,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
14895,2014/15,"",Emergency,"",S27000001,"",CB,"",Urology,"",0,"",0,"",5,"",5,"",,z,,z,0,""
14896,2014/15,"",Emergency,"",S27000001,"","",z,Community Grouping,d,37,"",207,"",755,"",9984,"",20.41,"",48.23,"",33,""
14897,2014/15,"",Emergency,"",S27000001,"",E12,"",GP Other than Obstetrics,"",37,"",207,"",755,"",9984,"",20.41,"",48.23,"",33,""
14898,2014/15,"",Emergency,"",S27000001,"","",z,Medical Grouping,d,292,"",821,"",4664,"",18409,"",15.97,"",22.42,"",257,""
14899,2014/15,"",Emergency,"",S27000001,"","",z,Surgery Grouping,d,20,"",19,"",10,"",10,"",0.5,"",0.53,"",19,""
14900,2014/15,"",Transfer,"",S92000003, d,A1,"",General Medicine,"",115117,"",1751,"",576068,"",8290,"",5,"",4.73,"",71333,""
14901,2014/15,"",Transfer,"",S92000003, d,A2,"",Cardiology,"",34714,"",750,"",122179,"",4171,"",3.52,"",5.56,"",19679,""
14902,2014/15,"",Transfer,"",S92000003, d,A3,"",Clinical Genetics,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
14903,2014/15,"",Transfer,"",S92000003, d,A6,"",Infectious Diseases,"",3614,"",75,"",28032,"",488,"",7.76,"",6.51,"",2917,""
14904,2014/15,"",Transfer,"",S92000003, d,A7,"",Dermatology,"",198,"",5,"",2529,"",63,"",12.77,"",12.6,"",167,""
14905,2014/15,"",Transfer,"",S92000003, d,A8,"",Endocrinology & Diabetes,"",1369,"",13,"",9550,"",138,"",6.98,"",10.62,"",1197,""
14906,2014/15,"",Transfer,"",S92000003, d,A9,"",Gastroenterology,"",8438,"",179,"",51276,"",1347,"",6.08,"",7.53,"",5353,""
14907,2014/15,"",Transfer,"",S92000003, d,AB,"",Geriatric Medicine,"",67603,"",826,"",1063698,"",24961,"",15.73,"",30.22,"",37405,""
14908,2014/15,"",Transfer,"",S92000003, d,AD,"",Medical Oncology,"",585,"",17,"",5710,"",319,"",9.76,"",18.76,"",453,""
14909,2014/15,"",Transfer,"",S92000003, d,AF,"",Paediatrics,"",2607,"",220,"",8934,"",2702,"",3.43,"",12.28,"",1838,""
14910,2014/15,"",Transfer,"",S92000003, d,AG,"",Renal Medicine,"",4729,"",117,"",38429,"",1217,"",8.13,"",10.4,"",3084,""
14911,2014/15,"",Transfer,"",S92000003, d,AH,"",Neurology,"",1300,"",55,"",14184,"",566,"",10.91,"",10.29,"",982,""
14912,2014/15,"",Transfer,"",S92000003, d,"",z,All Acute Specialties, d,345179,"",5457,"",2646712,"",65589,"",7.67,"",12.02,"",158573,""
14913,2014/15,"",Transfer,"",S92000003, d,"",z,All Specialties, d,357163,"",6346,"",2844056,"",85411,"",7.96,"",13.46,"",163649,""
14914,2014/15,"",Transfer,"",S92000003, d,AM,"",Palliative Medicine,"",1070,"",30,"",16262,"",364,"",15.2,"",12.13,"",966,""
14915,2014/15,"",Transfer,"",S92000003, d,AP,"",Rehabilitation Medicine,"",2266,"",133,"",111110,"",11513,"",49.03,"",86.56,"",1837,""
