id,financial_year,admission_type,hb,age,sex,episodes,stays,total_lengthof_episode,total_lengthof_stay,average_lengthof_episode_rate,average_lengthof_stay_rate,patients,age_factor
32538,2014/15,Elective,S92000003,60-64 years,Female,9096,9093,26270,34275,2.89,3.77,7484,60-64 years
32539,2014/15,Elective,S92000003,60-64 years,Male,9099,9100,24955,37275,2.74,4.1,7060,60-64 years
32540,2014/15,Elective,S92000003,65-69 years,All Sexes,21518,21551,65520,94255,3.04,4.37,17100,65-69 years
32541,2014/15,Elective,S92000003,65-69 years,Female,10396,10398,32085,44350,3.09,4.27,8466,65-69 years
32542,2014/15,Elective,S92000003,65-69 years,Male,11122,11153,33438,49907,3.01,4.47,8634,65-69 years
32543,2014/15,Elective,S92000003,65 years and over,All Sexes,74486,74438,249585,382440,3.35,5.14,59740,NA
32544,2014/15,Elective,S92000003,65 years and over,Female,37254,37220,133055,198730,3.57,5.34,30526,NA
32545,2014/15,Elective,S92000003,65 years and over,Male,37232,37218,116534,183708,3.13,4.94,29214,NA
32546,2014/15,Elective,S92000003,70-74 years,All Sexes,19224,19198,59790,88950,3.11,4.63,15253,70-74 years
32547,2014/15,Elective,S92000003,70-74 years,Female,9451,9436,30740,43290,3.25,4.59,7627,70-74 years
32548,2014/15,Elective,S92000003,70-74 years,Male,9773,9762,29050,45655,2.97,4.68,7626,70-74 years
32549,2014/15,Elective,S92000003,75-79 years,All Sexes,16697,16721,57140,86860,3.42,5.19,13357,75-79 years
32550,2014/15,Elective,S92000003,75-79 years,Female,8303,8323,30556,45265,3.68,5.44,6798,75-79 years
32551,2014/15,Elective,S92000003,75-79 years,Male,8394,8398,26585,41600,3.17,4.95,6559,75-79 years
32552,2014/15,Elective,S92000003,75 years and over,All Sexes,33744,33689,124275,199235,3.68,5.91,27387,NA
32553,2014/15,Elective,S92000003,75 years and over,Female,17407,17386,70230,111090,4.03,6.39,14433,NA
32554,2014/15,Elective,S92000003,75 years and over,Male,16337,16303,54050,88145,3.31,5.41,12954,NA
32555,2014/15,Elective,S92000003,80-84 years,All Sexes,10636,10598,39066,64125,3.67,6.05,8695,80-84 years
32556,2014/15,Elective,S92000003,80-84 years,Female,5524,5494,21941,34705,3.97,6.32,4617,80-84 years
32557,2014/15,Elective,S92000003,80-84 years,Male,5112,5104,17125,29420,3.35,5.76,4078,80-84 years
32558,2014/15,Elective,S92000003,85-89 years,All Sexes,4844,4828,20434,34615,4.22,7.17,4010,85-89 years
32559,2014/15,Elective,S92000003,85-89 years,Female,2636,2629,12695,21700,4.82,8.25,2216,85-89 years
32560,2014/15,Elective,S92000003,85-89 years,Male,2208,2199,7740,12915,3.51,5.87,1794,85-89 years
32561,2014/15,Elective,S92000003,85 years and over,All Sexes,6411,6370,28070,48250,4.38,7.57,5335,NA
32562,2014/15,Elective,S92000003,85 years and over,Female,3580,3569,17731,31125,4.95,8.72,3018,NA
32563,2014/15,Elective,S92000003,85 years and over,Male,2831,2801,10340,17125,3.65,6.11,2317,NA
32564,2014/15,Elective,S92000003,90 years and over,All Sexes,1567,1542,7635,13635,4.87,8.84,1325,90 years and over
32565,2014/15,Elective,S92000003,90 years and over,Female,944,940,5035,9420,5.33,10.02,802,90 years and over
32566,2014/15,Elective,S92000003,90 years and over,Male,623,602,2600,4215,4.17,7,523,90 years and over
32567,2014/15,Elective,S92000003,All Ages,All Sexes,185840,186065,503520,719236,2.71,3.87,150970,NA
32568,2014/15,Elective,S92000003,All Ages,Female,99249,99355,272680,376515,2.75,3.79,82238,NA
32569,2014/15,Elective,S92000003,All Ages,Male,86590,86710,230840,342720,2.67,3.95,68730,NA
33711,2014/15,Emergency,S92000003,Under 18 years,All Sexes,74566,73764,87284,113837,1.17,1.54,56228,NA
33712,2014/15,Emergency,S92000003,Under 18 years,Female,33605,33255,40810,51940,1.21,1.56,25380,NA
33713,2014/15,Emergency,S92000003,Under 18 years,Male,40960,40506,46474,61896,1.13,1.53,30845,NA
33714,2014/15,Emergency,S92000003,0-4 years,All Sexes,43290,42793,45408,57858,1.05,1.35,31629,0-4 years
33715,2014/15,Emergency,S92000003,0-4 years,Female,18535,18330,19520,24415,1.05,1.33,13755,0-4 years
33716,2014/15,Emergency,S92000003,0-4 years,Male,24753,24462,25888,33440,1.05,1.37,17875,0-4 years
33717,2014/15,Emergency,S92000003,10-14 years,All Sexes,10512,10398,14691,19294,1.4,1.86,8227,10-14 years
33718,2014/15,Emergency,S92000003,10-14 years,Female,4960,4905,7265,9055,1.46,1.85,3785,10-14 years
33719,2014/15,Emergency,S92000003,10-14 years,Male,5550,5490,7425,10239,1.34,1.87,4445,10-14 years
33720,2014/15,Emergency,S92000003,15-19 years,All Sexes,15537,15405,23601,34794,1.52,2.26,12100,15-19 years
33721,2014/15,Emergency,S92000003,15-19 years,Female,9025,8960,13565,18972,1.5,2.12,6800,15-19 years
33722,2014/15,Emergency,S92000003,15-19 years,Male,6510,6445,10035,15820,1.54,2.45,5300,15-19 years
33723,2014/15,Emergency,S92000003,20-24 years,All Sexes,20912,20750,31989,48946,1.53,2.36,15801,20-24 years
33724,2014/15,Emergency,S92000003,20-24 years,Female,12225,12147,18359,27185,1.5,2.24,8850,20-24 years
33725,2014/15,Emergency,S92000003,20-24 years,Male,8687,8603,13630,21760,1.57,2.53,6951,20-24 years
33726,2014/15,Emergency,S92000003,25-29 years,All Sexes,21173,20966,33739,51834,1.59,2.47,15694,25-29 years
33727,2014/15,Emergency,S92000003,25-29 years,Female,12352,12245,19319,28582,1.56,2.33,8908,25-29 years
33728,2014/15,Emergency,S92000003,25-29 years,Male,8821,8721,14420,23252,1.63,2.67,6786,25-29 years
33729,2014/15,Emergency,S92000003,30-34 years,All Sexes,21783,21596,37010,59383,1.7,2.75,16128,30-34 years
33730,2014/15,Emergency,S92000003,30-34 years,Female,12328,12215,21258,33018,1.72,2.7,8936,30-34 years
33731,2014/15,Emergency,S92000003,30-34 years,Male,9455,9381,15752,26365,1.67,2.81,7192,30-34 years
33732,2014/15,Emergency,S92000003,35-39 years,All Sexes,20197,19969,36605,67123,1.81,3.36,14768,35-39 years
33733,2014/15,Emergency,S92000003,35-39 years,Female,10645,10542,19730,33007,1.85,3.13,7819,35-39 years
33734,2014/15,Emergency,S92000003,35-39 years,Male,9550,9425,16875,34116,1.77,3.62,6949,35-39 years
33735,2014/15,Emergency,S92000003,40-44 years,All Sexes,25261,24948,49430,96773,1.96,3.88,17938,40-44 years
33736,2014/15,Emergency,S92000003,40-44 years,Female,12838,12680,24300,46435,1.89,3.66,9113,40-44 years
33737,2014/15,Emergency,S92000003,40-44 years,Male,12420,12265,25125,50326,2.02,4.1,8825,40-44 years
33738,2014/15,Emergency,S92000003,45-49 years,All Sexes,31236,30765,64483,128660,2.06,4.18,21985,45-49 years
33739,2014/15,Emergency,S92000003,45-49 years,Female,15818,15585,33826,64067,2.14,4.11,11224,45-49 years
33740,2014/15,Emergency,S92000003,45-49 years,Male,15418,15180,30657,64593,1.99,4.26,10761,45-49 years
33741,2014/15,Emergency,S92000003,5-9 years,All Sexes,12429,12314,14355,18257,1.15,1.48,9850,5-9 years
33742,2014/15,Emergency,S92000003,5-9 years,Female,5378,5336,6323,7903,1.18,1.48,4253,5-9 years
33743,2014/15,Emergency,S92000003,5-9 years,Male,7051,6978,8032,10354,1.14,1.48,5597,5-9 years
33744,2014/15,Emergency,S92000003,50-54 years,All Sexes,35191,34552,82395,167099,2.34,4.84,24724,50-54 years
33745,2014/15,Emergency,S92000003,50-54 years,Female,17291,17006,41280,80422,2.39,4.73,12280,50-54 years
33746,2014/15,Emergency,S92000003,50-54 years,Male,17900,17546,41120,86677,2.3,4.94,12444,50-54 years
33747,2014/15,Emergency,S92000003,55-59 years,All Sexes,35837,35203,94550,199390,2.64,5.66,24568,55-59 years
33748,2014/15,Emergency,S92000003,55-59 years,Female,16952,16708,44735,88186,2.64,5.28,11798,55-59 years
33749,2014/15,Emergency,S92000003,55-59 years,Male,18885,18495,49810,111204,2.64,6.01,12770,55-59 years
33750,2014/15,Emergency,S92000003,60-64 years,All Sexes,37062,36331,109525,248551,2.96,6.84,24951,60-64 years
33751,2014/15,Emergency,S92000003,60-64 years,Female,17075,16800,51830,115129,3.04,6.85,11660,60-64 years
33752,2014/15,Emergency,S92000003,60-64 years,Male,19988,19531,57695,133422,2.89,6.83,13292,60-64 years
33753,2014/15,Emergency,S92000003,65-69 years,All Sexes,44734,43774,142535,339826,3.19,7.76,29338,65-69 years
33754,2014/15,Emergency,S92000003,65-69 years,Female,20990,20555,68250,159830,3.25,7.78,13940,65-69 years
33755,2014/15,Emergency,S92000003,65-69 years,Male,23743,23220,74285,179990,3.13,7.75,15395,65-69 years
33756,2014/15,Emergency,S92000003,65 years and over,All Sexes,255456,250365,990710,2973297,3.88,11.88,162690,NA
33757,2014/15,Emergency,S92000003,65 years and over,Female,139529,136980,568230,1737116,4.07,12.68,90013,NA
33758,2014/15,Emergency,S92000003,65 years and over,Male,115925,113385,422480,1236175,3.64,10.9,72675,NA
33759,2014/15,Emergency,S92000003,70-74 years,All Sexes,46320,45322,155400,413117,3.35,9.12,29717,70-74 years
33760,2014/15,Emergency,S92000003,70-74 years,Female,22785,22330,78195,205915,3.43,9.22,14808,70-74 years
33761,2014/15,Emergency,S92000003,70-74 years,Male,23535,22992,77205,207205,3.28,9.01,14909,70-74 years
33762,2014/15,Emergency,S92000003,75-79 years,All Sexes,52024,50969,194340,553952,3.74,10.87,32952,75-79 years
33763,2014/15,Emergency,S92000003,75-79 years,Female,27342,26797,106296,303900,3.89,11.34,17624,75-79 years
33764,2014/15,Emergency,S92000003,75-79 years,Male,24682,24172,88045,250052,3.57,10.34,15328,75-79 years
33765,2014/15,Emergency,S92000003,75 years and over,All Sexes,164402,161269,692775,2220354,4.21,13.77,103635,NA
33766,2014/15,Emergency,S92000003,75 years and over,Female,95754,94097,421785,1371374,4.4,14.57,61263,NA
33767,2014/15,Emergency,S92000003,75 years and over,Male,68648,67172,270990,848980,3.95,12.64,42372,NA
33768,2014/15,Emergency,S92000003,80-84 years,All Sexes,50757,49723,209782,660232,4.13,13.28,31911,80-84 years
33769,2014/15,Emergency,S92000003,80-84 years,Female,28774,28237,124615,394075,4.33,13.96,18293,80-84 years
33770,2014/15,Emergency,S92000003,80-84 years,Male,21983,21486,85167,266157,3.87,12.39,13618,80-84 years
33771,2014/15,Emergency,S92000003,85-89 years,All Sexes,37610,36952,171453,590580,4.56,15.98,23664,85-89 years
33772,2014/15,Emergency,S92000003,85-89 years,Female,23040,22680,109005,382050,4.73,16.85,14745,85-89 years
33773,2014/15,Emergency,S92000003,85-89 years,Male,14570,14270,62450,208530,4.29,14.61,8920,85-89 years
33774,2014/15,Emergency,S92000003,85 years and over,All Sexes,61621,60577,288655,1006170,4.68,16.61,38772,NA
33775,2014/15,Emergency,S92000003,85 years and over,Female,39638,39063,190875,673399,4.82,17.24,25346,NA
33776,2014/15,Emergency,S92000003,85 years and over,Male,21983,21514,97780,332771,4.45,15.47,13426,NA
33777,2014/15,Emergency,S92000003,90 years and over,All Sexes,24011,23625,117200,415590,4.88,17.59,15108,90 years and over
33778,2014/15,Emergency,S92000003,90 years and over,Female,16600,16380,81870,291350,4.93,17.79,10600,90 years and over
33779,2014/15,Emergency,S92000003,90 years and over,Male,7415,7245,35330,124240,4.76,17.15,4510,90 years and over
33780,2014/15,Emergency,S92000003,All Ages,All Sexes,585876,576355,1628490,4171259,2.78,7.24,401053,NA
33781,2014/15,Emergency,S92000003,All Ages,Female,304952,300440,889535,2313494,2.92,7.7,209188,NA
33782,2014/15,Emergency,S92000003,All Ages,Male,280917,275908,738945,1857742,2.63,6.73,191860,NA
34916,2014/15,Transfer,S92000003,Under 18 years,All Sexes,9207,479,43090,8220,4.68,17.16,5245,NA
34917,2014/15,Transfer,S92000003,Under 18 years,Female,4088,214,18170,4050,4.44,18.93,2388,NA
34918,2014/15,Transfer,S92000003,Under 18 years,Male,5119,265,24921,4175,4.87,15.75,2857,NA
34919,2014/15,Transfer,S92000003,0-4 years,All Sexes,4738,385,24131,7730,5.09,20.08,2494,0-4 years
34920,2014/15,Transfer,S92000003,0-4 years,Female,1921,163,9420,3905,4.9,23.96,1031,0-4 years
34921,2014/15,Transfer,S92000003,0-4 years,Male,2817,222,14711,3825,5.22,17.23,1463,0-4 years
34922,2014/15,Transfer,S92000003,10-14 years,All Sexes,1385,41,6517,122,4.71,2.98,864,10-14 years
34923,2014/15,Transfer,S92000003,10-14 years,Female,660,20,2885,40,4.37,2,410,10-14 years
34924,2014/15,Transfer,S92000003,10-14 years,Male,725,20,3630,80,5.01,4,455,10-14 years
34925,2014/15,Transfer,S92000003,15-19 years,All Sexes,3650,62,13677,190,3.75,3.06,2188,15-19 years
34926,2014/15,Transfer,S92000003,15-19 years,Female,2001,42,6725,97,3.36,2.31,1219,15-19 years
34927,2014/15,Transfer,S92000003,15-19 years,Male,1650,20,6947,95,4.21,4.75,969,15-19 years
34928,2014/15,Transfer,S92000003,20-24 years,All Sexes,5065,119,19195,3010,3.79,25.29,3141,20-24 years
34929,2014/15,Transfer,S92000003,20-24 years,Female,2790,75,9680,2625,3.47,35,1751,20-24 years
34930,2014/15,Transfer,S92000003,20-24 years,Male,2275,45,9520,390,4.18,8.67,1390,20-24 years
34931,2014/15,Transfer,S92000003,25-29 years,All Sexes,5563,142,21671,995,3.9,7.01,3308,25-29 years
34932,2014/15,Transfer,S92000003,25-29 years,Female,2980,89,11605,725,3.89,8.15,1821,25-29 years
34933,2014/15,Transfer,S92000003,25-29 years,Male,2583,53,10066,269,3.9,5.08,1487,25-29 years
34934,2014/15,Transfer,S92000003,30-34 years,All Sexes,6349,190,30970,6740,4.88,35.47,3613,30-34 years
34935,2014/15,Transfer,S92000003,30-34 years,Female,3472,124,13555,770,3.9,6.21,1966,30-34 years
34936,2014/15,Transfer,S92000003,30-34 years,Male,2877,66,17416,5970,6.05,90.45,1647,30-34 years
34937,2014/15,Transfer,S92000003,35-39 years,All Sexes,7222,117,35645,4160,4.94,35.56,3918,35-39 years
34938,2014/15,Transfer,S92000003,35-39 years,Female,3556,60,15405,360,4.33,6,1985,35-39 years
34939,2014/15,Transfer,S92000003,35-39 years,Male,3666,60,20240,3800,5.52,63.33,1933,35-39 years
34940,2014/15,Transfer,S92000003,40-44 years,All Sexes,10491,180,53130,2845,5.06,15.81,5438,40-44 years
34941,2014/15,Transfer,S92000003,40-44 years,Female,5195,91,25585,1670,4.92,18.35,2733,40-44 years
34942,2014/15,Transfer,S92000003,40-44 years,Male,5296,89,27533,1175,5.2,13.2,2705,40-44 years
34943,2014/15,Transfer,S92000003,45-49 years,All Sexes,14724,217,75205,3190,5.11,14.7,7494,45-49 years
34944,2014/15,Transfer,S92000003,45-49 years,Female,7067,97,37172,2110,5.26,21.75,3662,45-49 years
34945,2014/15,Transfer,S92000003,45-49 years,Male,7657,120,38033,1080,4.97,9,3832,45-49 years
34946,2014/15,Transfer,S92000003,5-9 years,All Sexes,1321,27,5585,285,4.23,10.56,787,5-9 years
34947,2014/15,Transfer,S92000003,5-9 years,Female,540,10,2180,30,4.04,3,330,5-9 years
34948,2014/15,Transfer,S92000003,5-9 years,Male,780,15,3405,250,4.37,16.67,460,5-9 years
34949,2014/15,Transfer,S92000003,50-54 years,All Sexes,19047,293,100756,3210,5.29,10.96,9347,50-54 years
34950,2014/15,Transfer,S92000003,50-54 years,Female,8695,114,46871,895,5.39,7.85,4382,50-54 years
34951,2014/15,Transfer,S92000003,50-54 years,Male,10352,179,53885,2315,5.21,12.93,4965,50-54 years
34952,2014/15,Transfer,S92000003,55-59 years,All Sexes,21903,290,128689,2695,5.88,9.29,10443,55-59 years
34953,2014/15,Transfer,S92000003,55-59 years,Female,9646,117,53822,1075,5.58,9.19,4793,55-59 years
34954,2014/15,Transfer,S92000003,55-59 years,Male,12257,173,74867,1620,6.11,9.36,5650,55-59 years
34955,2014/15,Transfer,S92000003,60-64 years,All Sexes,25812,316,162499,4295,6.3,13.59,11875,60-64 years
34956,2014/15,Transfer,S92000003,60-64 years,Female,11122,134,72951,1810,6.56,13.51,5290,60-64 years
34957,2014/15,Transfer,S92000003,60-64 years,Male,14690,182,89548,2485,6.1,13.65,6585,60-64 years
34958,2014/15,Transfer,S92000003,65-69 years,All Sexes,34455,390,231294,5665,6.71,14.53,15504,65-69 years
34959,2014/15,Transfer,S92000003,65-69 years,Female,15211,180,105122,2620,6.91,14.56,6967,65-69 years
34960,2014/15,Transfer,S92000003,65-69 years,Male,19244,210,126172,3045,6.56,14.5,8537,65-69 years
34961,2014/15,Transfer,S92000003,65 years and over,All Sexes,229893,2377,2166385,48660,9.42,20.47,98739,NA
34962,2014/15,Transfer,S92000003,65 years and over,Female,124838,1249,1259325,23935,10.09,19.16,54137,NA
34963,2014/15,Transfer,S92000003,65 years and over,Male,105055,1128,907060,24725,8.63,21.92,44602,NA
34964,2014/15,Transfer,S92000003,70-74 years,All Sexes,39195,371,294437,7460,7.51,20.11,17051,70-74 years
34965,2014/15,Transfer,S92000003,70-74 years,Female,18530,191,143232,2625,7.73,13.74,8211,70-74 years
34966,2014/15,Transfer,S92000003,70-74 years,Male,20665,180,151205,4838,7.32,26.88,8840,70-74 years
34967,2014/15,Transfer,S92000003,75-79 years,All Sexes,46155,476,396717,9470,8.6,19.89,19896,75-79 years
34968,2014/15,Transfer,S92000003,75-79 years,Female,23832,225,215207,4070,9.03,18.09,10468,75-79 years
34969,2014/15,Transfer,S92000003,75-79 years,Male,22323,251,181510,5405,8.13,21.53,9428,75-79 years
34970,2014/15,Transfer,S92000003,75 years and over,All Sexes,156243,1616,1640654,35530,10.5,21.99,66184,NA
34971,2014/15,Transfer,S92000003,75 years and over,Female,91097,878,1010971,18695,11.1,21.29,38959,NA
34972,2014/15,Transfer,S92000003,75 years and over,Male,65146,738,629683,16840,9.67,22.82,27225,NA
34973,2014/15,Transfer,S92000003,80-84 years,All Sexes,48425,527,486923,12270,10.06,23.28,20374,80-84 years
34974,2014/15,Transfer,S92000003,80-84 years,Female,27470,281,287267,5775,10.46,20.55,11631,80-84 years
34975,2014/15,Transfer,S92000003,80-84 years,Male,20955,246,199656,6495,9.53,26.4,8743,80-84 years
34976,2014/15,Transfer,S92000003,85-89 years,All Sexes,37357,373,443963,7915,11.88,21.22,15676,85-89 years
34977,2014/15,Transfer,S92000003,85-89 years,Female,22995,216,289760,5312,12.6,24.59,9763,85-89 years
34978,2014/15,Transfer,S92000003,85-89 years,Male,14362,157,154203,2605,10.74,16.59,5913,85-89 years
34979,2014/15,Transfer,S92000003,85 years and over,All Sexes,61663,613,757014,13790,12.28,22.5,25914,NA
34980,2014/15,Transfer,S92000003,85 years and over,Female,39795,372,508497,8850,12.78,23.79,16860,NA
34981,2014/15,Transfer,S92000003,85 years and over,Male,21868,241,248517,4940,11.36,20.5,9054,NA
34982,2014/15,Transfer,S92000003,90 years and over,All Sexes,24306,240,313051,5875,12.88,24.48,10238,90 years and over
34983,2014/15,Transfer,S92000003,90 years and over,Female,16800,156,218737,3540,13.02,22.69,7097,90 years and over
34984,2014/15,Transfer,S92000003,90 years and over,Male,7506,84,94314,2335,12.57,27.8,3141,90 years and over
34985,2014/15,Transfer,S92000003,All Ages,All Sexes,357163,4756,2844056,88129,7.96,18.53,163649,NA
34986,2014/15,Transfer,S92000003,All Ages,Female,184483,2385,1567186,40045,8.5,16.79,85510,NA
34987,2014/15,Transfer,S92000003,All Ages,Male,172675,2375,1276857,48085,7.39,20.25,78140,NA
36082,2015/16,All Inpatients,S92000003,Under 18 years,All Sexes,99341,88593,156489,155807,1.58,1.76,64497,NA
36083,2015/16,All Inpatients,S92000003,Under 18 years,Female,44625,39770,73780,73350,1.65,1.84,29130,NA
36084,2015/16,All Inpatients,S92000003,Under 18 years,Male,54713,48822,82709,82457,1.51,1.69,35366,NA
36085,2015/16,All Inpatients,S92000003,0-4 years,All Sexes,54425,48904,79135,78810,1.45,1.61,34571,0-4 years
36086,2015/16,All Inpatients,S92000003,0-4 years,Female,22884,20660,33850,33548,1.48,1.62,14878,0-4 years
36087,2015/16,All Inpatients,S92000003,0-4 years,Male,31541,28244,45285,45262,1.44,1.6,19693,0-4 years
36088,2015/16,All Inpatients,S92000003,10-14 years,All Sexes,14572,13106,27070,26461,1.86,2.02,9947,10-14 years
36089,2015/16,All Inpatients,S92000003,10-14 years,Female,6945,6210,14090,13715,2.03,2.21,4655,10-14 years
36090,2015/16,All Inpatients,S92000003,10-14 years,Male,7630,6895,12980,12745,1.7,1.85,5290,10-14 years
36091,2015/16,All Inpatients,S92000003,15-19 years,All Sexes,23467,19099,43041,42819,1.83,2.24,14514,15-19 years
